# 由 qingjian-dict-convert 从 Unicode CLDR zh annotations 生成（Unicode License v3）。词\temoji emoji …
吸管	🧃
吸血鬼	🧛 🦇
吹奏	🎷 🎺
吹气	😮‍💨
告别	🫂
告示	🪧
告诉我	🫴
呕吐	🤮
呕吐的脸	🤮
呜呜	🚆
周年纪念	💐
周末	👖
呱呱叫	🎉
味道	🧂
呵呵	🙂 😸 ☺
呵欠	🥱
呼吸	🫁
呼吸作用	🫁
呼喊	📣
呼噜	💤 😴
呼机	📟
呼气	😮‍💨 🫁
呼气的脸	😮‍💨
命中	🎯
命运	🔮 🔯
和尚	🧘‍♂
和平	☮ 🕊 ✌
和平符号	☮
和平象征	🕊
和服	👘
和果子	🍡
咒骂	🤬
咖啡	☕
咖喱	🍛
咖喱饭	🍛
咧嘴笑	😆 🤩
咬住嘴唇	🫦
咬嘴唇	🫦
咬牙切齿	😬
咬着体温计的脸	🤒
哀伤	😢
哇塞	🫢
哈哈	😃 😄 😺 🫠 😆 🤣
哈喇子	😋
哈密瓜	🍈
哈欠	🥱
哈萨克斯坦坚戈	₸
响指	🫰
响铃	🔔
响铃关闭	🔕
哎呀	😵‍💫 🤭
哎哟	🪼
哑口无言	🫢
哥斯达黎加科朗	₡
哭	😢 😭 😿
哭泣	🥹
哭泣的猫	😿
哭泣的猫脸	😿
哭脸	😢
哺乳	🧑‍🍼 👨‍🍼 👩‍🍼 🤱
哺乳动物	🫎 🫏
哺乳的人	🧑‍🍼
哺乳的女人	👩‍🍼
哺乳的男人	👨‍🍼
哺育	👨‍🍼 🧑‍🍼
唇	💋
唇印	💋
唇膏	💄 👄
唱k	🎤
唱歌	🎤
商人	👨‍💼 🧑‍💼 👩‍💼
商务	🕴
商场	🏬
商店	🏪
商数	÷
商标	™
啊	😦
啤酒	🍺 🍻 🫚
啤酒节	🍺
啧啧地喝	👅
啪嗒声	🪭
啮齿	🐹
喂养	👩‍🍼 👨‍🍼 🧑‍🍼
喂奶	🤱
善业与佩剑得胜	🪯
喇叭	📢 📣 🎺 📯 🔈
喇叭筒	📣
喜庆	🏮
喜悦	🥲
喜极而泣	😹 😂 🥹 🥲
喜欢	😻 🩵 🩷
喜笑颜开	🥰
喝彩	🥳
喝水	🚰
喝酒	🍶 🍾 🍷 🍸 🍹 🍻 🍺
喝醉	🥴
喵星人	🐈‍⬛
喷发	🌋
喷嚏	🤧
喷墨打印	🖨
喷头	🚿
喷气机	✈
喷水	🐳 🚿
喷水的鲸	🐳
喷泉	⛲
喷洒	🫟
喷溅	💦
嗜甜食	🍬
嘎嘎叫声	🪿
嘘声手势的脸	🤫
嘟嘟车	🛺
嘲讽	💁‍♂
嘲讽笑容	😼
嘴	👄 🤐
嘴上有符号的脸	🤬
嘴唇	🫦
嘴唇颤抖	🥴
嘻嘻	😁
嘿嘿	😀
噘嘴	🙎‍♀ 🙎‍♂ 🙎
器官	🫀 🫁
四叶草	🍀
四方帽	🎓
四点	🕓
四点半	🕟
四角裤	🩳
四轮滑冰鞋	🛼
回弹	🪃
回形针	📎 🖇
回收	♻
回收标志	♻
回旋镖	🪃
回答	🟰
回纹针	📎 🖇
回退	🔙
因为	∵
团子	🍡
团结	✊
园丁	🧑‍🌾 👨‍🌾 👩‍🌾
困	😪
困了	💤
困倦	🫩 🥱
困惑	😖 😳 😕 🫤
困惑的脸	😖
困扰	😕
围巾	🧣
围脖	🧣
固体	🪨
固定	📌 📍
固定电话	☎ 📞
固执的	🫏
固话	☎ 📞
国家公园	🏞
国王	👑 🫅
国际象棋	♟
图书	📚
图书馆	📖 📗 📘 📙 📚
图形	📊
图片	🧩
图表	📈 📉 📊
图钉	📌 📍
圆	🔵 🟠 🟡 🟢 🟣 🟤 ⚪ ⚫ 🔴 💠
圆图钉	📍
圆圈	⭕ 🛞 🟠 🟢 🟣 🟤
圆圈包围的M	Ⓜ
圆圈包围的m	Ⓜ
圆屋	🛖
圆形花饰	🏵
圆心	🔘
圆木	🪵
圆点	• ・
圆珠笔	🖊
圆白菜	🥬
圆盘	🥏
圆盘状烤饼	🫓
圆筒冰淇淋	🍦
圆筒冰激凌	🍦
圆蓬	🪮
圈	Ⓜ
土星	🪐
土耳其里拉	₺
土著	🪃
土豆	🥔
圣诞	🎄 🧑‍🎄 🎅 🤶 🎁
圣诞人	🧑‍🎄
圣诞奶奶	🤶
圣诞帽	🧑‍🎄
圣诞快乐	🧑‍🎄
圣诞树	🎄 🌲
圣诞老人	🎅 🧑‍🎄
圣诞老公公	🧑‍🎄
圣诞节	🎅 🤶
在吗	👋
在桑拿间的人	🧖
在路上	👣 🔜
地上的阳伞	⛱
地图	🗾 🗺
地板	🤣
地点	🛐
地球	🌎 🌐 🌍 🌏
地球上的亚洲	🌏
地球上的亚洲澳洲	🌏
地球上的欧洲非洲	🌍
地球上的美洲	🌎
地瓜	🍠
地铁	🚇 🚉
地震	🛘 🫨
场所	🎦
场记	🎬
场记板	🎬
坎达	🪯
坎达长剑	🪯
坏蛋	🦹 🦹‍♀ 🦹‍♂
坐下	🪑
坐手动轮椅的人	🧑‍🦽 🧑‍🦽‍➡
坐手动轮椅的女人	👩‍🦽 👩‍🦽‍➡
坐手动轮椅的男人	👨‍🦽 👨‍🦽‍➡
坐电动轮椅的人	🧑‍🦼 🧑‍🦼‍➡
坐电动轮椅的女人	👩‍🦼 👩‍🦼‍➡
坐电动轮椅的男人	👨‍🦼 👨‍🦼‍➡
坚不可摧	🪨
坚果	🥜
坟墓	🪦
垂涎	🤤
垂涎三尺	🤤
垂直省略号	⋮
垂直顺时针箭头	🔃
垃圾	🗑 🚯
垃圾丢弃处	🚮
垃圾入篓	🚮
垃圾桶	🗑 🚮
垃圾篓	🗑
垒球	🥎
埋葬	⚰
城堡	🏯 🏰
城市	🌆 🏙
城市风光	🏙
城市黄昏	🌆
培养	🧫
培养皿	🧫
培根	🥓 🐖
培育	🪴
基因	🧬
基本	⬇
基督	⛪ ✝ ☦
基督教	⛪
堵上耳朵	🙉
堵耳	🙉
塌方	🛘
塑像	🗽
塔	🗼
填充	🧸
墓园	🪦
墓地	🪦
墓碑	🪦
墙手球	🤾‍♂
增量	∆
墨水笔和锁	🔏
墨西哥	🌮 🫔 🌯 🪅
墨西哥卷饼	🌮 🌯
墨西哥玉米卷	🌮
墨西哥玉米煎饼	🌯
墨西哥粽子	🫔
墨西哥饼	🫔
墨镜	🕶 😎
墨镜笑脸	😎
墨鱼	🦑
壁炉钟	🕰
士兵	🥷 🪖
声音	🔇
壶	🫖
处女座	♍
备忘录	📝
复印	🖨
复活岛	🗿
复活节岛	🗿
复活节岛石像	🗿
复选框	☑
夕阳	🌇
外卖	🥡
外卖包装	🥡
外卖桶	🥡
外卖盒	🥡
外卖餐盒	🥡
外太空	👽
外套	🧥
外星	👽 👾
外星人	👽 🔭 👾 🛸 📡
外星怪物	👾
外星球	🛸
外汇	💱
外衣	🥼
多个圆点	…
多个音符	🎶
多云	🌥 ⛅
多刺	🦔
多孔	🧽
多毛	🫈
多种色彩	🎨
多色	🏳‍🌈
夜幕	🌉
夜幕下的桥	🌉
夜晚	🌃 🌠 🌆
夜里	🛌 🥱
大	🔶 🔷 ⬛ ⬜
大于	≥
大于或等于	≧
大于或等价于	≳
大于等于	≥
大便	💩
大写字母	🔠
大写字母键	🔠
大卫之星	✡
大卫星	✡
大厨	👨‍🍳 👩‍🍳 🧑‍🍳
大反派	🦹
大哭	😭
大圆圈	⭕
大型	🦣 🫈
大声	🔊 📢 📣
大小王	🃏
大小眼	🤪
大巴	🚍 🚌
大板牙	🦫
大桶	🪣
大概	≈
大海	🫍
大猩猩	🦍
大王	🃏
大眼	🤪
大眼女孩	👧
大眼睛	🥺
大笑	😄 😂
大笑的猫	😺
大笑的猫脸	😺
大箱子	🧰
大罗	⚽
大胡子	🧔
大脑	🧠
大脚怪	🫈
大脚野人	🫈
大自然	🌅 🗻 🌋
大蒜	🧄
大豆	🫛
大象	🐘
大野牛	🦬
大门	🚪
大音量	🔊
大风	🌬
大饼	🥙
天主教	✝
天体	🔭
天使	👼 😇 🪽
天使的	🪽
天卫十五	🧚‍♂
天卫四	🧚‍♂
天呀	😳
天啊	🫨
天堂的	🪽
天妇罗	🍤
天宫图	♑
天平	⚖
天房	🕋
天才	🤓
天文	🔭
天文学	🔭
天晓得	🤷‍♀ 🤷‍♂ 🤷
天气	🌡 🌀 🌤 🌩 🌪 💧 ❄ 🌦 🌧 🌨 ☁
天然	🫚
天真	😇
天秤	⚖
天秤座	♎ ⚖
天线	📡 📶
天蓝	🩵
天蝎	♏
天蝎宫	🦂
天蝎座	♏ 🦂
天鹅	🦢
太好了	😛
太扯了	🤣
太极	☯
太棒了	😃
太空	🌌 ☄ 🌠 🚀 🛰 👽 👾
太阳	☀ 🌞 🌄 🌅 🌻 🌤 🌥 🔆 🌦 ⛱
太阳花	🌻
太阳镜	🕶 😎
失望	😞 😥 🙍 🫤 🙎
失望但如释重负	😥
失望但解脱	😥
失望的脸	😞
失聪	🦻
失聪的女人	🧏‍♀
失聪的男人	🧏‍♂
失聪者	🧏
失落	😔
头发	🦳 🪮
头巾	👳 👳‍♀ 👳‍♂ 🧕 🧣
头带杠的向右箭头	⇥
头带杠的向左箭头	⇤
头戴式耳机	🎧
头昏眼花	🥴
头晕	💫 😵 😵‍💫
头晕目眩	💫 🥴
头晕眼花	😵 🥴
头朝右的向上箭头	↱
头朝右的向下箭头	↳
头朝左的向上箭头	↰
头朝左的向下箭头	↲
头痛	💆‍♂ 💆 😣
头盔	🪖 ⛑ 👷‍♀ 👷
头纱	👰 👰‍♀ 👰‍♂
头绑绷带	🤕
头脑	🧠
头骨	💀 ☠
夹克	🧥
夹具	🗜
夹子	🪮 📋
夹心	🥙
夹心饼	🥙
夹趾凉鞋	🩴
夹钳	🗜
奇幻	🧞
奇异果	🥝
奇葩	🤓
奔跑	🏃 🏃‍➡
奖励	🏆
奖品	🏆
奖杯	🏆
奖牌	🏅 🥇 🥉 🥈
奖章	🎖
奖赏	🪎 🏆
套娃	🪆
奢华	🧐
奥姆	🕉
奥斯特拉尔	₳
女	👒 👚 👢 👩 👧 👩‍⚖ 👩‍🎓 👩‍🎤 👩‍🏫 👩‍🏭 👱‍♀ 🚶‍♀ 👩‍🔧 🕵‍♀ 🙍‍♀ 👩‍⚕ 👩‍💼 💁‍♀ 💂‍♀ 🙎‍♀ 👩‍🍳 👮‍♀ 🏊‍♀ 👩‍✈ 👩‍🎨 👩‍🚀 👩‍🚒 💆‍♀ 🤦‍♀ 🤼‍♀ ⛹‍♀ 🏃‍♀ 🏄‍♀ 🏋‍♀ 👡 👩‍💻 👩‍🔬 💇‍♀ 🙇‍♀ 🙋‍♀ 🚣‍♀ 🤷‍♀ 🤽‍♀ 🤾‍♀ 🧍‍♀ 👷‍♀ 🧎‍♀ 🙅‍♀ 🧏‍♀ 🤸‍♀ 🙆‍♀ 🏌‍♀ 👩‍🦯 🤹‍♀ 👩‍🦰 👩‍🦲 👩‍🦳 👳‍♀ 🚴‍♀ 🚵‍♀ 👩‍🦱 👩‍🦼 👩‍🦽 🚶‍♀‍➡ 🏃‍♀‍➡ 🧎‍♀‍➡ 👩‍🦯‍➡ 👩‍🦼‍➡ 👩‍🦽‍➡
女不死族	🧛‍♀
女人	👩 💃 👩‍🍼 🤵‍♀ 👩‍🦯 👰‍♀ 👩‍🦰 👩‍🦲 👩‍🦳 👩‍🦱 🧔‍♀ 👩‍❤‍👨 👩‍❤‍👩 👩‍❤‍💋‍👨 👩‍❤‍💋‍👩 👩‍👦 👩‍👧 👩‍🦼 👩‍🦽 👨‍👩‍👦 👨‍👩‍👧 👩‍👦‍👦 👩‍👧‍👦 👩‍👧‍👧 👩‍👩‍👦 👩‍👩‍👧 👨‍👩‍👦‍👦 👨‍👩‍👧‍👦 👨‍👩‍👧‍👧 👩‍👩‍👦‍👦 👩‍👩‍👧‍👦 👩‍👩‍👧‍👧 👩‍🦯‍➡ 👩‍🦼‍➡ 👩‍🦽‍➡ 🤰 🦸‍♀ 🦹‍♀ 👩‍⚕
女人鱼	🧜‍♀ 🧜
女侦探	🕵‍♀
女僵尸	🧟‍♀
女儿	👧
女医生	👩‍⚕
女卫兵	💂‍♀
女厕	🚺
女厨师	👩‍🍳
女吸血鬼	🧛‍♀
女士	🚺
女妖怪	🧞‍♀
女子	👩‍🦼 👩‍🦽 👩‍🦼‍➡ 👩‍🦽‍➡
女子侧手翻	🤸‍♀
女子捂脸	🤦‍♀
女子摔跤	🤼‍♀
女子玩手球	🤾‍♀
女子玩水球	🤽‍♀
女子用手势表示好	🙆
女子耸肩	🤷‍♀
女学生	👩‍🎓
女孩	👧 👨‍👧 👩‍👧 👨‍👧‍👦 👨‍👧‍👧 👨‍👨‍👧 👨‍👩‍👧 👩‍👧‍👦 👩‍👧‍👧 👩‍👩‍👧 👨‍👨‍👧‍👦 👨‍👨‍👧‍👧 👨‍👩‍👧‍👦 👨‍👩‍👧‍👧 👩‍👩‍👧‍👦 👩‍👩‍👧‍👧
女宇航员	👩‍🚀
女小精灵	🧝‍♀
女工人	👩‍🏭
女巫	🧙‍♀ 🧹 🪄 🧙
女帽	👒
女建筑工人	👷‍♀
女式	👒
女式凉鞋	👡
女式靴子	👢
女性	👩‍🦯 👩‍🦯‍➡
女性桑拿	🧖‍♀
女性符号	♀
女性魔术	🧝‍♀
女技工	👩‍🔧
女歌手	👩‍🎤
女治疗师	👩‍⚕
女法官	👩‍⚖
女法师	🧙‍♀
女消防员	👩‍🚒
女演员	🎭
女生举手	🙋‍♀
女生举重	🏋‍♀
女生侧手翻	🤸‍♀
女生冲浪	🏄‍♀
女生划船	🚣‍♀
女生打篮球	⛹‍♀
女生打高尔夫	🏌‍♀
女生抛接杂耍	🤹‍♀
女生按摩	💆‍♀
女生捂脸	🤦‍♀
女生摔跤	🤼‍♀
女生派对	👯‍♀
女生游泳	🏊‍♀
女生玩手球	🤾‍♀
女生玩水球	🤽‍♀
女生玩球	⛹‍♀
女生理发	💇‍♀
女生耸肩	🤷‍♀
女生衣服	👚
女生跑步	🏃‍♀ 🏃‍♀‍➡
女生鞠躬	🙇‍♀
女生骑山地车	🚵‍♀
女生骑自行车	🚴‍♀
女生骑车	🚴‍♀
女白领	👩‍💼
女神灵	🧞‍♀
女科学家	👩‍🔬
女程序员	👩‍💻
女精灵	🧚‍♀
女老师	👩‍🏫
女舞者	💃
女艺术家	👩‍🎨
女英雄	🦸
女行人	🚶‍♀ 🚶‍♀‍➡
女行尸走肉	🧟‍♀
女衬衫	👚
女装	👚
女警察	👮‍♀
女超人	🦸
女超级大坏蛋	🦹‍♀
女超级英雄	🦸‍♀
女靴	👢
女飞行员	👩‍✈
女魔术师	🧙 🧙‍♀
奶	🍼 🥛
奶油	🍰 🍨
奶油酥饼	🍰
奶牛	🐄 🐮
奶牛头	🐮
奶瓶	🍼
奶茶	🧋
奶酪	🫕 🧀 🪤
奶酪火锅	🫕
奶酪酱	🥯
奶酪锅	🫕
奶黄	🍮
奸笑	😼
奸笑的猫	😼
奸笑的猫脸	😼
好人	🦸‍♂ 🦸 🦸‍♀
好吃	😋 🍴
好奇	🦝
好崇拜哦	🤩
好朋友	👭
好玩	🙃 🦦
好的	🫡 👌 🙆 🙆‍♀ 🙆‍♂
好笑	🙃
好臭	💩
好运	🪬 🧧
如释重负	😥 😌
妈咪	👩‍🍼
妈妈	👩‍🍼
妖怪	🧞 👺 👹 👻 💀 ☠
妖精王后	🧚‍♀
姓名牌	📛
委屈	🙁 ☹
姜	🫚
姜黄色	🦰
姿势	🙇
威士忌	🥃
娃娃	🎎 🪆
娥眉月	🌙 🌒
娱乐	📻 🎨
婚礼	💒 💎 👰
婴儿	🚼 🍼 🤱 👨‍🍼 🧑‍🍼 👩‍🍼
媚眼	😉
子午线	🌐
子弹列车	🚅
子弹头	🚅
子弹头高速列车	🚅
子集	⊂
子集或等于	⊆
孔雀	🦚
孕妇	🤰
字母	🔤 🔠 Ⓜ
字母a	🅰
字母ab	🆎
字母o	🅾
字符	🔣
存储	💾 💿
存在量词	∃
存档	🗄 🗃
孟加拉塔卡	৳
季军	🥉
学习	📚
学位	🎓
学校	🏫 📔 📚
学生	🧑‍🎓 👨‍🎓 👩‍🎓
学者	🎓
孩子	👶 👦 👼 🧑‍🧒 🧑‍🧒‍🧒 👧
孪生子	♊
宅男	🤓
宇宙	👨‍🚀 ♾ 👩‍🚀
宇航员	🧑‍🚀 👨‍🚀 👩‍🚀
守卫	💂‍♂ 💂 💂‍♀
守财奴	💰
守车	🚂
安全	🔐 🛟 🦺 🚸 🪪 🫆
安全别针	🧷
安全帽	👷 ⛑
安息	🪦
安慰	🫂
安检	🛂
安静	🤫 🔇 🔕 😶
安静的脸	🤫
完全同意	👊
完成	✅
宗教	🛐 📿 ⛩ 🕌 🕍 🕎 ☪ ☯ ☸ ⛪ 🕋 ✝ 🕉 ☦ ✡ 🪯
宗教场所	🛐
定向	🧭
定时器	⏲
宝宝	🚼 👶 👨‍🍼 🧑‍🍼 👩‍🍼
宝物	🪎
宝石	💎 🪎
宝箱	🪎
宝贝	💏 👨‍❤‍💋‍👨 👩‍❤‍💋‍👨 👩‍❤‍💋‍👩
实习	🔰
实验	🔬 🥼 🧪 ⚗
实验人员	🥼
实验室	🔬 🧫 🧪
实验室白大褂	🥼
实验服	🥼
宠物	🐈 🐱 🐶 🐕 🐰 🐹
审讯	🤌
客船	🛳
客轮	🛳
室女座	♍
害怕	😨 😱 🫢 🫣 🫦
害羞	😊 😳 🪭 🫣
害虫	🪰 🪳
家居修缮	🔧 🔨
家庭	👪 🧑‍🧑‍🧒 🧑‍🧑‍🧒‍🧒 🧑‍🧒 🧑‍🧒‍🧒 👨‍👦 👨‍👧 👩‍👦 👩‍👧 👨‍👦‍👦 👨‍👨‍👦 👨‍👧‍👦 👨‍👧‍👧 👨‍👨‍👧 👨‍👩‍👦 👩‍👦‍👦 👩‍👩‍👦 👨‍👩‍👧 👩‍👧‍👦 👩‍👧‍👧 👩‍👩‍👧 👨‍👨‍👦‍👦 👨‍👨‍👧‍👦 👨‍👨‍👧‍👧 👨‍👩‍👦‍👦 👩‍👩‍👦‍👦 👨‍👩‍👧‍👦 👨‍👩‍👧‍👧 👩‍👩‍👧‍👦 👩‍👩‍👧‍👧
家禽	🍗 🪿
家禽的腿	🍗
容器	🫙
宽带	🛜
宾馆	🛏 🛌
寄信	📮
寄存	🛅
寄存行李	🛅
寄生虫	🪱
密尔	₥
密码	🔑
密钥	🔑
富士山	🗻
富有	🪙 🧐 💰
对不起	🙇‍♂ 🙇 🙇‍♀
对决	🤼‍♂ 🤼 🤼‍♀ 🆚
对勾	✔
对叉	🎌
对虾	🍤
对话框	👁‍🗨 🗨 💬 💭 🗯
寺庙	🛕
寺院	🛕
寻呼机	📟
导盲犬	🦮
导航	🧭
寿司	🍣
封口	🤐
封面	📔
射手	♐ 🏹
射手座	♐ 🏹
射箭	🏹
小	🔸 🔹
小丑	🤡 🃏
小丑脸	🤡
小于	≤
小于或倾斜等于	⩽
小于或相似	⪍
小于或等于	≦
小于等于	≤
小写字母	🔡
小写字母键	🔡
小刷子	🪮
小区	🏘
小号	🎺
小型摩托车	🛵
小型飞机	🛩
小声	🔈
小天使	👼
小天鹅	🦢
小妖精	👺
小委屈	🙁
小孩	👦 🧒 👧
小宝贝	👶
小屋	🛖
小巴	🚐
小强	🪳
小心	⚠
小提琴	🎻
小教堂	⛪
小时	⏰
小毛头	👶
小水滴	💦
小水珠	💦
小熊维尼	🍯
小狗	🐶 🐕
小狗的脸	🥺
小猫	🐈
小王	🃏
小白菜	🥬
小眼	🤪
小睡	😴
小精灵	🧝
小羊驼	🦙
小袋鼠	🦘
小装饰品	🧿
小说	📖 📚
小费	💁‍♂
小音量	🔈
小飞机	🛩
小鸟球	🏌
小鸡	🐤 🐣 🐥
小鸡破壳	🐣
小麦	🍞
小黄	🚕 🚖
少云	🌤
少量	🤏
尖叫	😱
尖括号	〈 〉
尖角括号	〈 〉
尖锐	´
尴尬	🤦‍♂ 😬 🤦 🙈 🥹 🫠 😓 🤦‍♀ 🫢 🫣
尺	📏 📐
尺子	📏
尼姑	🧘‍♀
尼日利亚奈拉	₦
尾巴	« »
尾气	💨
尾部带杠的向上空心箭头	⇪
尾部带杠的向上箭头	↥
尾部带杠的向下箭头	↧
尾部带杠的向右箭头	↦
尾部带杠的向左箭头	↤
尾部带环的向右箭头	↬
尾部带环的向左箭头	↫
居酒屋	🏮
屋门	🚪
山	⛰ 🏔 🌋 🗻 🌄 🚵 🛘
山体滑坡	🛘
山区	🚞
山区铁路	🚞
山地自行车	🚵
山地车	🚵 🚵‍♂ 🚵‍♀
山地铁路	🚞
山地骑行的人	🚵
山崩	🛘
山石	🛘
山羊	🐐 ♑
山顶日出	🌄
岛	🏝
岩石	🪨 🛘
崇拜	🛐
巡逻	🚓
工业	👨‍🏭 🧑‍🏭 👩‍🏭
工人	🧑‍🏭 👨‍🏭 👩‍🏭 👷 👷‍♂ 👷‍♀
工作	👔
工作犬	🐕‍🦺
工具	🧰 🔍 🔩 🔫 🛠 🪛 ⚒ ⛏ 🔎 🔦 🔧 🔮 🪚 ⚓ ⚙ 💉 🔨 🔬 🔱 🗜 ⚗ 🔭 ✂
工具箱	🧰
工厂	🏭 👨‍🏭 🧑‍🏭 👩‍🏭
工程学家	👨‍🔬 🧑‍🔬 👩‍🔬
工程师	👨‍💻 👨‍🔬 👩‍💻 👩‍🔬 👷
左	« ⬅ 🫲 ← ⇆
左上	↖
左上右下两个箭头	⇅
左上箭头	↖
左下	↙
左下箭头	↙
左中空角括号	『
左中空透镜状方括号	〖
左六角括号	〔
左双尖括号	《
左双引号	“
左右	↔
左右双箭头	⇔
左右摇头	🙂‍↔
左右波浪箭头	↭
左右箭头	↔
左尖括号	〈
左手	🫲
左拐的向下箭头	↵
左撇号	‘
左斜的放大镜	🔍
左燕尾号	«
左角括号	「
左转弯	↪
左转弯箭头	↪
左轮	🔫
左边是向下箭头，右边是向上箭头	⇵
左黑色透镜状方括号	【
巧克力	🍫 🫕
巧克力棒	🍫
巧克力片	🍪
巨石	🪨
巨蟹	♋
巨蟹座	♋ 🦀
巫婆	🧹
巫师	🪄 🧙
已静音的扬声器	🔇
巴拉圭瓜拉尼	₲
巴西粽	🫔
布告	🪧
帆伞	🪂
帆船	⛵
希望	🤲
希贾布	🧕
帐篷	⛺ 🎪 🏕
带下标二的加号	⨧
带中间点的六芒星	🔯
带删除线的向右双箭头	⇏
带删除线的向右箭头	↛
带删除线的向左双箭头	⇍
带删除线的向左箭头	↚
带删除线的左右双箭头	⇎
带删除线的左右箭头	↮
带勾方格	☑
带单片眼镜的脸	🧐
带卷边的页面	📃
带双删除线的向上箭头	⇞
带双删除线的向下箭头	⇟
带双底线的逻辑或	⩣
带吸管杯	🥤
带吸管的杯子	🥤
带圆圈乘号	⊗
带圆圈减号	⊖
带圆圈加号	⊕
带圆圈星号运算符	⊛
带圆圈点运算符	⊙
带圆圈环运算符	⊚
带圆圈除号斜线	⊘
带圆点的菱形	💠
带头饰的女人	🧕
带尾的向右箭头	↣
带尾的向左箭头	↢
带底边的上下箭头	↨
带方框减号	⊟
带方框加号	⊞
带有箭头的手机	📲
带框的画	🖼
带经纬线的地球	🌐
带角的怒容	👿
带闪光灯的相机	📸
带骨的肉	🍖
帧	🎞
帮助	💁
常青树	🌲
帽	🤠
帽子	🎩 🧢 👲 🥳 👒
干得好	👏
干旱	🌵 🪾
干杯	🍻 🥂
平底无脚杯	🥃
平底杯	🥃
平底芭蕾舞鞋	🥿
平底锅	🥘 🍳
平底雪橇	🛷
平底鞋	🥿
平方	²
平方根	√
平等	🟰
平行	∥
平衡	♎ 🤹
平衡艺术	🤹‍♂ 🤹
年老	🦳
年轻人	🧒
并集	∪
幸福	🥲
幸运	🍀 🤞
幸运饼干	🥠
幻兽	🐦‍🔥
幻想	😈 🧌 👿 👹 👺 👻 😇 👽 🐦‍🔥
幼苗	🌱
幽灵	👻
幽静	🪷
广播	📻 📢
广播电台	📻
庆典	🎆 🎗
庆祝	🎂 🎇 🎈 🎍 🎏 🎐 🍾 🎀 🎆 🪅 🎄 🎉 🎊 🎋 🎎 🎑 🎗 🥂 🎁 🎃 🥳 🙌
庆贺	㊗
床	🛏
床垫	🛏
床铺	🛏
庙宇	🛕
废墟	🏚
废屋	🏚
废纸篓	🗑
度	°
度数	°
度量	µ
座位	💺 🈵 🪑
座机	☎ 📞
座钟	🕰
庭院	🏡
庭院居家	🏡
庵点	〽
康加鼓	🪘
康茄鼓	🪘
建筑	👷 👷‍♂ 👷‍♀ 🏣 🏤 🏦 🏨 🏩 🏫 🏬 🏭 🏯 🏰 🏢 🏪 🏠 🏥 🏡
建筑工人	👷
建筑师	👨‍💼 🧑‍💼 👩‍💼
建筑施工	🏗
建造	👷
开卷	📖
开发人员	🧑‍💻 👨‍💻 👩‍💻
开口冒冷汗的脸	😅
开口笑	😃
开口笑脸	😃
开口而笑的脸	😄
开始	🔛
开始歌唱	〽
开平方	√
开心	🙂 ☺ 😄 😆 🙋
开根	√
开玩笑	😜
开窗	🪟
开花	🌼 🌷
开车	🚗 🚘 🚚 🚐 🚕 🚙 🚖
开锁	🔓 🔑
开门	🈺
开闪光灯的相机	📸
开香槟	🍾
弓	🏹
弓和箭	🏹
弓箭	🏹
弓箭手	♐
引号	“ ” „ ‘ ’ ‚
引用	« » “ ” „
张嘴冒冷汗的脸	😰
张开双手	👐
弦乐器	🪕
弯曲	🥨
弯月	🌙 🌘 🌒
弯腿	🦵
弯钩	🪝
弹出	⏏
弹奏	🎹 🪕 🎸
强壮	💪
强度	📶
强调	🤌
归档	🗄
当心感染	☣
当然	👌
录像	🎥 📹 ⏺
录像带	📼
录像机	📹
录制	⏺
录制按钮	⏺
录影	📹
录影带	📼
录音	℗ ⏺
录音室	🎙
录音室麦克风	🎙
录音版权	℗
彗星	☄
彩带	🎉
彩罐	🪅
彩色纸屑	🎊
彩虹	🌈 🏳‍🌈
彩虹旗	🏳‍🌈
影片	📽 🎦 💿 📀
影片帧	🎞
往上	🔼
往下	🔽
往右	🫸
往后	⏭
往左	🫷
待办事项	📋
待办表	📋
徒步	🚶‍♂ 🚶‍♂‍➡ 🚶 🥾 🚶‍➡ 🚶‍♀ 🚶‍♀‍➡
得分	🥍
得意	😏
得意的笑	😏
循环	🔁 🔂 ♻
循环播放	🔁
微微不满	🙁
微笑	☺ 😈 😊 😙 😇 🫠 🥲
微笑亲亲	😙
微笑天使	😇
微笑的	🥲
微笑的上弦月	🌛
微笑的下弦月	🌜
微笑的太阳	🌞
微笑的月亮	🌝
微笑的朔月	🌚
微笑的猫	😸
微笑的猫脸	😸
微符号	µ
微醉	🥴
微醺	🥴
德国便士	₰
徽章	📛
心	🖤 🤍 🤎 🩶 ❤ 💟 🩷 🩵
心中箭了	💘
心之所在	🏠 🏡
心事重重	😔
心动	💓 ❣
心叹号	❣
心型装饰	💟
心形	🤍 🤎
心情不好	🙁
心烦意乱	🙍
心狂跳	🥵
心率	🫀
心碎	💔
心脏	🫀 🩺
心脏器官	🫀
心脏病学	🫀
心跳	💓 🩺 🫀
忍住泪水	🥹
忍者	🥷
忍耐	😣
忘记	😮
忙完了	💅
忧心的脸	😟
忧虑	😔
快乐	😹 🤸‍♂ 🤸 🤸‍♀
快艇	🚤
快跑	🏃 🏃‍➡
快进	⏩
快进按钮	⏩
快退	⏪
快退按钮	⏪
快递	📦
快速	⏩
快速上升按钮	⏫
快速下降按钮	⏬
快速倒带	⏪
快速向上	⏫
快速向下	⏬
快餐	🍟
念珠	📿
怀孕	🫄 🫃 🤰
怀孕的人	🫄
怀孕的女人	🤰
怀孕的男人	🫃
