# 由 qingjian-dict-convert 从 Unicode CLDR zh annotations 生成（Unicode License v3）。词\temoji emoji …
水	💧 ♒ 🚰 🚱
水上足球	🤽‍♂ 🤽 🤽‍♀
水上运动	🤽‍♂ 🤽 🤽‍♀
水下	🫧
水族馆	🪼
水晶	🔮
水晶球	🔮
水果	🍅 🍇 🍉 🍌 🍍 🍏 🍓 🥑 🥭 🫐 🍈 🍎 🍐 🍑 🍒 🥝 🍋 🍋‍🟩 🍊
水果派	🥧
水果蛋糕	🍰
水枪	🔫
水桶	🪣
水母	🪼
水滴	💧
水牛	🐃 🦬
水獭	🦦
水球	🤽 🤽‍♂ 🤽‍♀
水瓶	🏺
水瓶座	♒
水电工	👩‍🔧
水疗	💆
水管工	🧑‍🔧 👨‍🔧 🪠 👩‍🔧
水管工人	👨‍🔧 👩‍🔧
水肺	🥽
水饺	🥟
水龙头	🚰
永远的好朋友	👯‍♂ 👯
求救	🆘
求救钮	🆘
汇率	💱
汉堡	🍔
汉堡包	🍔
汗	😓 💦 😰
汗滴	💦
污染	☣
污渍	🫟
汤匙	🥄
汪星人	🐶 🐕
汽水	🥤
汽车	🚗 🚘 🏎 🚔 🚓 🛞 🚕 🛻 🚙
沉思	😔 🧘
沉默	😶
沐浴	🛁
沙	⏳
沙冰	🍧
沙发	🛋
沙发和灯	🛋
沙拉	🥗
沙拉三明治	🥙
沙槌	🪇
沙正往下流的沙漏	⏳
沙滩	🏖 🩴
沙滩伞	🏖
沙滩凉鞋	🩴
沙滩孤岛	🏝
沙漏	⌛ ⏳
沙漠	🏜 🐪 🐫 🌵 🏝
沙球	🪇
沙铃	🪇
没可能	😲
没嘴	😶
没有反应	😑
没有把手的茶杯	🍵
没问题	👌
沮丧	🫥 🙍 🫤
河粉	🍜
河豚	🐡
河马	🦛
油	🪔
油桃	🍊
油桶	🛢
油泵	⛽
油漆	🫟
油炸	🍟 🍤
油炸鹰嘴豆饼	🧆
油画棒	🖍
油笔	🖊
油酥点心	🥧
治疗	💊 💆 💉
治疗师	👨‍⚕ 🧑‍⚕ 👩‍⚕
泄气	😅
泉	♨
泊车	🅿
法国法郎	₣
法国蜗牛	🐌
法官	🧑‍⚖ 👨‍⚖ 👩‍⚖
法师	🧙
法式	🥖 🥐
法式长条面包	🥖
法式长棍面包	🥖
法律	🧑‍⚖ 👨‍⚖ 👩‍⚖ ⚖
法术	🧙
法蒂玛	🪬
法蒂玛之手	🪬
法警	👮 👮‍♀
法轮	☸
泛舟湖上	🚣
泡沫	🧼
泡沫浴	🛁
泡泡	🧋 🫧
泡泡对话框	💭
泡澡	🛁
泡菜	🥒
波兰饺子	🥟
波塞冬	🔱
波浪	🌊 🏄
波浪号运算符	∼
波浪嘴形	🥴
波浪型破折号	〰
波浪线	〰
泥石流	🛘
注册	®
注册标记	®
注射器	💉
泰迪熊	🧸
泰铢	฿
泳衣	🩱 🩳 🩲
泳装	👙 🩱 🩳 🩲
泳裤	🩳
泼溅	🫟
泼贱	💦
洋葱	🧅
洒出	🫗
洗剂瓶	🧴
洗发水	🧴
洗发露	🧴
洗手	🧼
洗手间	🚹 🚾 🚻 🚽 🚺
洗漱	🪥
洗澡	🛀 🛁 🧼
洗澡的人	🛀
洗衣	🧺
洞	🕳
津津有味	😋
活动助行类辅具	🩼
活塞	🪠
活泼	🤸‍♂ 🤸 🤸‍♀
派	🥧
派对	🪩 👯‍♀ 👯‍♂ 🥳 🎉 👯 🪇
派对礼宾花	🎉
流出	🫗
流口水	🤤 😋
流口水的脸	🤤
流星	🌠 💫
流血	🩸
流通	💱
浅底	🥘
浅笑的脸	🙂
浅蓝	🩵
浅蓝色	🏳‍⚧
浅蓝色的心	🩵
浆果	🍓 🫐
测量	📏 📐
浓汤	🦞
浣熊	🦝
浪	🌊
浪漫	💑 💒 👨‍❤‍👨 👩‍❤‍👨 👩‍❤‍👩 💏 💘 👨‍❤‍💋‍👨 👩‍❤‍💋‍👨 👩‍❤‍💋‍👩 💋
浪花	🌊 〰
浮游生物	🪼
浮潜	🤿
浴室	🪥
浴火重生	🐦‍🔥
浴盆	🛀 🛁
浴缸	🛁 🛀
海上	🏴‍☠
海上运动	🏄
海关	🛃
海妖	🧜
海底	🧜
海报	🪧
海洋	🦭 🪸 🫍 🌊 🏄 🪼
海洋生物	🧜 🪼
海滩	🏄‍♀ 🏖 🏄
海狮	🦭
海狸	🦫
海盗	☠
海盗旗	🏴‍☠
海绵	🧽
海蜇	🪼
海螺	🐚
海豚	🐬
海豹	🦭
海鲜	🦪 🦞 🍢
海龟	🐢
浸泡	🧽
涂指甲油	💅
消失	🫥 🫠
消防	👨‍🚒 👩‍🚒
消防员	🧑‍🚒 👨‍🚒 👩‍🚒
消防车	🚒 🧑‍🚒 👨‍🚒 👩‍🚒
涌动	💞
涌浪	🏄
液体	🫠
淀粉	🍞
淋浴	🚿
淑女	👩 👩‍🦰 👩‍🦲 👩‍🦳 👩‍🦱
淘气	🦝
深潜	🤿
清晨	🌅 🌄
清洁	🧼 🫧 🧹 🧽 🪥
清爽	🍋‍🟩
清理	🆑
清真寺	🕌
清酒	🍶
清酒杯	🍶
清酒瓶	🍶
清除	🆑
渐近相等	≃
渗透	🧽
渡渡鸟	🦤
渡船	⛴
渡轮	⛴
渡鸦	🐦‍⬛
温度	🌡
温度计	🌡 🤒
温暖阳光	🌞
温泉	♨
渴望	❤‍🔥
游乐园	🎢 🛝 🎡 🎠
游乐场	🛝
游乐场滑梯	🛝
游戏	🎮 🕹 🎰 🎴 🎱 🥌 ⛹ ⛹‍♀
游戏手柄	🎮
游戏控制器	🎮
游戏操控杆	🕹
游泳	🏊 🏊‍♂ 🏊‍♀ 👙 🤽‍♂ 🩱 🥽 🛟 🤽 🤽‍♀
游泳的人	🏊
游泳者	🏊
游艇	⛵
溜冰	⛸ 🛼
溜冰鞋	🛼
溜溜球	🪀
溢出	🫟
溶解	🫠
滑冰	⛸ 🛼
滑动	🪊
滑块	🎚
滑板	🛹
滑板车	🛴
滑梯	🛝
滑稽	🤪
滑稽的脸	🤪
滑翔	🪂
滑翔伞	🪂
滑雪	🎿 🏂 ⛷
滑雪板	🏂
滑雪的人	⛷
滚轮提箱	🧳
满分	💯
满地打滚的笑	🤣
满天星	🤩
满意	😊
满月	🌕 🌝
满眼星	🤩
满脸睡容	😪
满面寒霜	🥶
漂亮	🦋
漂浮	🫧 🛟
演化	🧬
演员	🎭 🧑‍🎤 👩‍🎤
演奏	🎷 🎹 🎸 🎻
漫步	🚶‍♀ 🚶‍♀‍➡
漫画	💬
潜水	🤿 🥽
潜水面罩	🤿
澡盆	🛀 🛁
澳大利亚	🐨
澳洲	🌏 🦘
激光打印	🖨
激光鼠标	🖱
激动	💖 💗
灌木	🪻
火	🔥
火上之心	❤‍🔥
火大	💢 🧂
火山	🌋
火灾	🧯 🚒 👩‍🚒
火烈鸟	🦩
火焰	🔥
火箭	🚀 🧑‍🚀 👨‍🚀 👩‍🚀
火花	❇ 🎇 🧨 ✨
火车	🚆 🚂 🛤 🚄 🚈 🚉 🚝 🚞 🚅
火车头	🚂
火锅	🫕
火鸟	🐦‍🔥
火鸡	🦃 🍗
灭火	🧯
灭火器	🧯
灭绝	🦤 🦣
灯	🚨 🎃 🛋 🪔
灯台	🕎
灯泡	💡
灯神	🧞
灯笼	🏮 🎃
灯笼椒	🫑
灰	🩶
灰心	🩶
灰熊	🐻
灰色	🦳 🩶
灵柩	⚰
灵魂伴侣	👯
灵魂转世	🐦‍🔥
灾害	🛘
灾难	🛘
炖菜	🍲 🥘
炖锅	🥘
炮竹	🎆
炸	💥
炸弹	💣
炸药	🧨
炸虾	🍤
炸豆丸子	🧆 🥙
点	‧
点击	🖱
点头，肯定	🙂‍↕
点子	💡
点心	🧇
点按	🖱
点运算符	⋅
点钟	🕛
烘烤食品	🥯
烘焙食品	🧁
烙饼	🥞
烛光	🕯
烛台	🕎
烛火	🕯
烟	🚬
烟火	❇ 🎇 🧨
烟肉	🥓
烟花	🎇 🎆 🧨
烟草	🚬
烤地瓜	🍠
烤红薯	🍠
烤肉串	🥙
烤面包	🍞
热带	🐠 🍍 🥭 🦩 🌴 🍋‍🟩
热带水果饮料	🍹
热带饮料	🍹
热带鱼	🐠
热气腾腾	🍜 ☕ ♨
热气腾腾面碗	🍜
热点	🛜
热狗	🌭
热茶	🍵
热饮	☕ 🍵
烹调	🍴
烹饪	🔪 🍽
焊接	🥽
焦头烂额	😖
焦虑	🫪 😰 😟 🫦
焰火	🎆 🎇
煎	🍳
煎蛋	🍳
煎锅	🥘
煎饺	🥟
煎饼	🥞
照明	🕯 🔦
照片	📷 🖼
照相机	📷
煲汤	🫕
熄灭	🧯
熊	🐻 🐻‍❄ 🧸
熊头	🐻
熊猫	🐼
熊猫脸	🐼
熊脸	🐻
熏肉	🥓
熟龄	🧓
熬夜	🫩
燃料	⛽
燃油	⛽
燃烧	❤‍🔥 🔥 🕯
燕子	« »
燕尾服	🤵
燕麦	🥣
燕麦粥	🥣
燥起来	🤘
爆	💥
爆发	🌋
爆炸	💥 💣 🧨
爆炸头	🤯 🪮
爆竹	🧨 🎆
爆米花	🍿
爪	🐾
爪印	🐾
爪子	🐾
爬山	🧗
爬树	🦥
爬梯	🪜
爬行动物	🦎
爱你	🤟 🫶
爱你的手势	🤟
爱吃甜食	🍬
爱尔兰	☘
爱尔兰的	🍀
爱开玩笑	🦦
爱心	🤍 🫶 🤎 🫰
爱情	💕 💘
爱慕	🥰
爱的礼物	💝
爵士	🪊
父亲	👨‍🍼
父子情	👨‍🍼
父母	🧑‍🧑‍🧒 🧑‍🧑‍🧒‍🧒
父母和儿子	👪 👨‍👦 👨‍👦‍👦 👨‍👨‍👦 👨‍👨‍👦‍👦 👨‍👧 👨‍👧‍👦 👨‍👧‍👧 👨‍👨‍👧 👨‍👨‍👧‍👦 👨‍👨‍👧‍👧 👨‍👩‍👦 👨‍👩‍👦‍👦 👩‍👦 👩‍👦‍👦 👩‍👩‍👦 👩‍👩‍👦‍👦 👨‍👩‍👧 👨‍👩‍👧‍👦 👨‍👩‍👧‍👧 👩‍👧 👩‍👧‍👦 👩‍👧‍👧 👩‍👩‍👧 👩‍👩‍👧‍👦 👩‍👩‍👧‍👧
父爱	👨‍🍼
片假名	・ 🈁 🈂
片假名间隔号	・
版权	© ℗
牌局	🀄 ♦
牙刷	🪥
牙医	🦷 😬
牙科	🪥
牙科医生	🦷
牙齿	🦷 🪥
牛	🐂 🐄 🦬
牛仔	🤠
牛仔帽脸	🤠
牛仔裤	👖
牛头	🐮
牛奶	🧈 🧋 🥛
牛排	🥩
牛油果	🥑
牛角面包	🥐
牡羊座	♈
牡蛎	🦪
牡蛎桶	🥡
牦牛	🦬
牧场主人	👨‍🌾 👩‍🌾
牧场工	👩‍🌾
牧场工人	👨‍🌾
物理学家	🧑‍🔬 👨‍🔬 👩‍🔬
物质	⚛
牵手	🧑‍🤝‍🧑
特工	🕵 🕵‍♀
特本	👳‍♀
特殊	🩷 🩶 🩵
特里同	🧜‍♂
牺牲品	♟
犀牛	🦏
犄角	👿 😈
犬	🐕‍🦺
犯罪	🫆
犯规投球	🤾 🤾‍♀
犹太	🕍 🕎 🔯 ✡
犹太教	🕍 🕎 🔯 ✡
犹太教堂	🕍
犹豫不决	🪀
狂欢的脸	🥳
狂风	🌬
狐狸	🦊
狐狸的脸	🦊
狗	🐕 🐶
狗脸	🐶
狡猾	🦝 🥷
狡猾的人	🐍
独木舟	🛶 🚣
独生子女	🧑‍🧑‍🧒
独角兽	🦄
独角兽头	🦄
狮子	🦁
狮子头	🦁
狮子座	♌ 🦁
狼	🐺
狼头	🐺
猎豹	🐆
猕猴桃	🥝
猛撞	¡
猛然发现	🤭
猛犸	🦣
猛犸象	🦣
猩猩	🦧
猪	🐖 🐗 🐷 🐽
猪头	🐷
猪排	🥩
猪肉	🐖
猪鼻子	🐽
猫	🐈 🐱 🐈‍⬛ 😻
猫咪	🐱
猫头鹰	🦉
猫熊	🐼
猫熊脸	🐼
猫科	🐈‍⬛
猫脸	🐱 😾 🙀 😹 😸 😺 😽 😻 😼 😿
猫脸亲亲	😽
献血	🩸
猴	🐒 🐵
猴头	🐵
猴子	🐒 🐵 🙉 🦧
獭	🦦
獾	🦡
玉米	🌽
玉米卷饼	🌮
玉米煎饼	🌯
玉米饼	🫓
王冠	🫅 👑
王后	👑 🫅
王子	🤴
王室	🫅
玛丽	🪬
玩	⛹ ⛹‍♀
玩偶	🧸
玩具	🪀 🧸
玩物	🧸
玩球	⛹
玩耍	🛝
玫瑰	🌹
环等于	≖
环节动物	🪱
环运算符	∘
现金	💲 💵 💷 💶 💴 💰 💳
现金卡	💳
玻璃杯	🍸 🥃 🫗
珊瑚	🪸
珊瑚礁	🪸
珍宝	🪎
珍珠	🧋 🦪
珍珠奶茶	🧋
珍珠状	🫧
珍珠色	🦷
珠子	📿 🧿
珠宝	💎 🪎
班卓琴	🪕
球	🎾 🏀 🏏 🏐 ⚾ 🏒 🥎 ⚽ ⛹ 🤾 🏑 🥍 🎳 🏓 🔮 ⛹‍♂ ⛹‍♀ 🏈 🏉 🎊 🤾‍♀
球座	🏌
球拍	🏸 🎾 🏏 🏓
球棍	🏑 🥍 🏒
球洞	⛳
球穴区	🏌
球童	🏌
球网	🥅
球赛	🏐 🏑 ⚽
球门	🥅 🥍
理发	💇 💈 💇‍♂ 💇‍♀
理发师	💇 💈
理发店	💈
理发店旋转彩柱	💈
理发的人	💇
瑜伽	🧘
瑜伽女	🧘‍♀
瑜伽男	🧘‍♂
瑞士	🫕
瓜皮帽	👲
瓢虫	🐞
瓦肯	🖖
瓦肯举手礼	🖖
瓶子	🫙 🍾
甘蓝	🥦 🥬
甜	🍩
甜味	🧃
甜品	🍫
甜点	🍩 🧁 🍮 🎂 🍪 🍡 🍦 🍬 🍰 🍧 🍨 🍫 🧇
甜瓜	🍈
甜甜圈	🍩
甜菜	🫜
甜蜜	🩷
生命	🧬
生日	🎂 💐 🎈 🥳 🎉
生日快乐	🎂
生日礼物	🎁
生日蛋糕	🎂
生气	😠 😾 💢 😡 🤬 🥹
生气的恶魔	👿
生气的猫	😾
生气的猫脸	😾
生物	🔬
生物危害	☣
生物学	🧫
生物学家	🧑‍🔬 🧫 🧬 👨‍🔬 👩‍🔬
生病	💊 🤧 🤒 🤮 😷
生菜	🥬
生蚝	🦪
生长	🪴
生闷气	🙎
用手势表示不的人	🙅
用药	💊
甲壳	🦐
甲虫	🪲
申	🈸
申请	🈸
申请书	🈸
申请表	🈸
电	🔋
电动	👨‍🦼 👩‍🦼 👨‍🦼‍➡ 👩‍🦼‍➡
电动三轮车	🛺
电动轮椅	🦼
电台	📻
电吉他	🎸
电子	🪫
电子游戏	🕹 🎮
电子邮件	📧 ✉ 📥 📤 📨
电工	🧑‍🔧 👨‍🔧 👩‍🔧
电平	🎚
电平滑块	🎚
电影	🎦 📽 🎥 🎞
电影摄影机	🎥
电影放映机	📽
电影票	🎫
电影胶卷	🎞
电影胶片	🎞
电影院	🎦
电插头	🔌
电极	🔋
电梯	🛗
电池	🔋 🪫
电池电量不足	🪫
电池电量低	🪫
电源	🔌 🔋
电源插头	🔌
电灯泡	💡
电筒	🔦
电线	🔌
电脑	💽 🖱 🖥 💻 🖲 ⌨ 💾 📀 🛜
电脑光盘	💽
电脑鼠标	🖱
电视	📺
电视机	📺
电话	☎ 📞 🤙 📵 📱 📲
电话听筒	📞
电车	🚊 🚎 🚃
电邮	📧 ✉ 📥 📤 📨
电量不足	🪫
男	👨 👦 👮‍♂ 👱‍♂ 🕵‍♂ 🙍‍♂ 🚶‍♂ 👨‍🎓 👨‍🏫 👨‍💼 👨‍⚖ 👨‍🍳 👨‍🎤 👨‍🏭 💂‍♂ 🙎‍♂ 👨‍⚕ 💁‍♂ 👨‍🔧 🏃‍♂ 👨‍🎨 🏄‍♂ 🏊‍♂ 🏋‍♂ 👨‍✈ ⛹‍♂ 💆‍♂ 💇‍♂ 🙇‍♂ 🚣‍♂ 👨‍💻 👨‍🚀 🙋‍♂ 👨‍🚒 👨‍🔬 🤼‍♂ 🤦‍♂ 🤷‍♂ 🧍‍♂ 🧎‍♂ 👷‍♂ 🙅‍♂ 🤾‍♂ 🧏‍♂ 🤽‍♂ 🤸‍♂ 🙆‍♂ 🏌‍♂ 🚴‍♂ 👳‍♂ 🚵‍♂ 👨‍🦰 👨‍🦲 👨‍🦳 👨‍🦯 👨‍🦱 🤹‍♂ 👨‍🦼 👨‍🦽 🚶‍♂‍➡ 🏃‍♂‍➡ 🧎‍♂‍➡ 👨‍🦯‍➡ 👨‍🦼‍➡ 👨‍🦽‍➡
男不死族	🧛‍♂
男人	👨 🕺 👨‍🍼 🤵‍♂ 👰‍♂ 👨‍🦰 👨‍🦲 👨‍🦳 👨‍🦯 👨‍🦱 🧔‍♂ 👨‍❤‍👨 👨‍👦 👨‍🦼 👨‍🦽 👨‍👧 👩‍❤‍👨 👨‍❤‍💋‍👨 👩‍❤‍💋‍👨 👨‍👦‍👦 👨‍👨‍👦 👨‍👧‍👦 👨‍👧‍👧 👨‍👨‍👧 👨‍👩‍👦 👨‍👩‍👧 👨‍👨‍👦‍👦 👨‍👨‍👧‍👦 👨‍👨‍👧‍👧 👨‍👩‍👦‍👦 👨‍🦯‍➡ 👨‍👩‍👧‍👦 👨‍👩‍👧‍👧 👨‍🦼‍➡ 👨‍🦽‍➡ 🦸‍♂ 🦹‍♂ 🤵 👨‍⚕
男人鱼	🧜‍♂ 🧜
男侦探	🕵‍♂
男僵尸	🧟‍♂
男医生	👨‍⚕
男卫兵	💂‍♂
男厕	🚹
男厨师	👨‍🍳
男吸血鬼	🧛‍♂
男士	🚹
男妖怪	🧞‍♂
男子	🫃 👨‍🦯 👨‍🦼 👨‍🦽 👨‍🦯‍➡ 👨‍🦼‍➡ 👨‍🦽‍➡ 🤹‍♂
男子侧手翻	🤸‍♂
男子捂脸	🤦‍♂
男子摔跤	🤼‍♂
男子玩水球	🤽‍♂
男子耸肩	🤷‍♂
男学生	👨‍🎓
男孩	👦 👨‍👦 👩‍👦 👨‍👦‍👦 👨‍👨‍👦 👩‍👦‍👦 👩‍👩‍👦 👨‍👧‍👦 👨‍👩‍👦 👩‍👧‍👦 👨‍👨‍👦‍👦 👩‍👩‍👦‍👦 👨‍👨‍👧‍👦 👨‍👩‍👦‍👦 👩‍👩‍👧‍👦 👨‍👩‍👧‍👦
男孩节	🎏
男宇航员	👨‍🚀
男小精灵	🧝‍♂
男工人	👨‍🏭
男巫	🧙‍♂ 🧙
男建筑工人	👷‍♂
男性桑拿	🧖‍♂
男性符号	♂
男性魔术	🧝‍♂
男技工	👨‍🔧
男歌手	👨‍🎤
男治疗师	👨‍⚕
男法官	👨‍⚖
男法师	🧙‍♂
男消防员	👨‍🚒
男演员	👨‍🎤
男生举手	🙋‍♂
男生举重	🏋‍♂
男生侧手翻	🤸‍♂
男生冲浪	🏄‍♂
男生划船	🚣‍♂
男生打高尔夫	🏌‍♂
男生抛接杂耍	🤹‍♂
男生按摩	💆‍♂
男生捂脸	🤦‍♂
男生摔跤	🤼‍♂
男生派对	👯‍♂
男生游泳	🏊‍♂
男生玩手球	🤾‍♂
男生玩水球	🤽‍♂
男生玩球	⛹‍♂
男生理发	💇‍♂
男生耸肩	🤷‍♂
男生跑步	🏃‍♂ 🏃‍♂‍➡
男生鞠躬	🙇‍♂
男生骑山地车	🚵‍♂
男生骑自行车	🚴‍♂
男白领	👨‍💼
男神灵	🧞‍♂
男科学家	👨‍🔬
男程序员	👨‍💻
男精灵	🧚‍♂
男老师	👨‍🏫
男舞者	🕺
男艺术家	👨‍🎨
男行人	🚶‍♂ 🚶‍♂‍➡
男行尸走肉	🧟‍♂
男警察	👮‍♂
男超级大坏蛋	🦹‍♂
男超级英雄	🦸‍♂
男鞋	👞
男飞行员	👨‍✈
男魔术师	🧙‍♂ 🧙
画	🖼
画刷	🖌
画卷	📜
画家	🧑‍🎨 👨‍🎨 👩‍🎨 🎨
画框	🖼
画棒	🖍
画画	✏ 🎨
画笔	🖌 ✏
畜群	🦬
番茄	🍅
疑惑	😕 🫤
疑问	؟ ¿ ❓
疑问惊叹号	‽ ⁉
疟疾	🦟
疫苗	💉
疯狂	🫨
疯狂的脸	🤪
疯眼	🤪
疯脸	🤪
疲倦	🙀 😩 😫 🫩 💤 🥱
疲倦的猫	🙀
疲倦的猫脸	🙀
疲劳	😩 😫 🙀 🫩
疲惫	😩 😫 😪 🙀 🫩 😮‍💨
疾病	🪰 🦟
疾驰	🏎
疾驰而去	💨
病容	🤮
病恹恹	🤮
病毒	🦠 🦟
病菌	😷
痊愈	❤‍🩹
痕迹	🫆
痛	😧
痛哭	😭
痛啊	😧
痛苦	😣 😧
登山	🥾 🧗
登山者	🧗‍♀ 🧗‍♂ 🧗
登山鞋	🥾
登机	🛫
白	🤍 ⚪
白十字头盔	⛑
白发	🦳 👩‍🦳 👨‍🦳 🧑‍🦳
白圈	⚪
白大褂	🥼
白心	🤍
白旗	🏳
白日梦	💭
白炽灯	💡
白眼	🙄
白线大方框	⬜
白线方形按钮	🔳
白线正方形按钮	🔳
白羊座	♈ 🐏
白色	🏳‍⚧ 🐻‍❄ 🦳 🦷 ⬜ 🤍
白色叹号	❕
白色圆	⚪
白色感叹号	❕
白色方块	⬜
白色方形按钮	🔳
白色旗子	🏳
白色旗帜	🏳
白色星星	⭐
白色正方形按钮	🔳
白色爱心	🤍
白色问号	❔
白花	💮
白衣	🥼
白边线方形按钮	🔳
白边线正方形按钮	🔳
白金汉宫	💂
白领	🧑‍💼 👨‍💼 👩‍💼
百万	💰
百分百	💯
百合花饰	⚜
百搭牌	🃏
百货公司	🏬
百货商城	🏬
百货商店	🏬
皂	🧼
的士	🚕 🚖
皇冠	👑 👸
皇室	🫅
皇家	🤴 👑
皮卡	🛻
皮塔饼	🫓
皮纳塔	🪅
皮鞋	👞
皱眉	🙍 🙍‍♀ 🙍‍♂ ☹ 🙎
皱眉女	🙍‍♀
皱眉男	🙍‍♂
皱眉的人	🙍
皱眉的脸	☹
盆景	🪴
盆栽	🪴 🎍
盆栽植物	🪴
盆浴	🛀
盈凸月	🌔
盈月	🌒
盐	🧂
盒子	🗳 📦 🎁
盒装	🧃
盒饭	🍱 🥡
盘绕	🥨
盘腿的人	🧘
盘腿的女人	🧘‍♀
盘腿的男人	🧘‍♂
盘腿而坐	🧘
盛装舞步	🐴
盥洗室	🚾
目录	📇
目擊	👁‍🗨
目瞪口呆	😦
盲	🦯 🦮 🧑‍🦯 👨‍🦯 👩‍🦯 🧑‍🦯‍➡ 👨‍🦯‍➡ 👩‍🦯‍➡
盲人	🦯 🦮 👨‍🦯 👩‍🦯 👨‍🦯‍➡ 👩‍🦯‍➡
盲杖	🦯
直升机	🚁
直升飞机	🚁
直尺	📏
直接命中	🎯
直方图	📊
直的红绿灯	🚦
直角	∟
直角三角形	⊿
相乘	✖ ❌
相加	➕
相同	≡
相恋	👫
相扣	🧩
相机	📷 📸 🤳
相爱	🥰
相等	🟰 ≤ ≥
相除	➗
盾	🛡
盾牌	🛡
省略	…
省略号	…
眉月	🌒
眉毛	🥸
眉毛上挑的脸	🤨
看报	📰
看电影	🍿
看电视	📺
看病	🏥
看这里	🙋
真心	🫀
真棒	👍
真菌	🍄
眨眼	😉 😘
眨眼的脸	😉
眩晕的脸	🥴
眯眼	😝 😆
眯眼吐舌	😝
眯眼大笑	😆
眼	👁 🫩
眼泪	😹 😂 💧 😿 🥲
眼睛	👁 👁‍🗨 👓 👀 😝
眼睛对话框	👁‍🗨
眼花	🥴
眼袋	🫩
眼镜	👓 😎 🥸 🤓
眼镜笑脸	🤓
着陆	🛬
睁眼捂嘴	🫢
睡容	😴
睡眠	🛏
睡着	💤
睡着了	😴
睡觉	😪 🛏 😴
睿智	🦉
瞌睡	😪
矢车菊	🪻
知识	📖 📚
短刀	🗡
短划线	–
短剑	🗡
短笛	🪈
短袜	🧦
短裤	🩳 🩲
石壶	🥌
石头	🪨
石油	🛢
石油桶	🛢
码农	🧑‍💻 👨‍💻 👩‍💻
码表	⏱
砂浆	🧱
砖	🧱
砰木塞的瓶子	🍾
破壳	🐣
破折号	— ‧
破解	🔓
硬币	🪙
硬拉	🏋
硬笔	🖋 ✒
硬纸夹	📁
硬面包圈	🥯
确定	👌
碎碎唸的脸	🤬
碗中汤匙	🥣
碗勺	🥣
碗和汤匙	🥣
碰倒	🫗
碰杯	🥂 🍻
磁带	📼
磁性	🧲 🧭
磁盘	💾
磁铁	🧲
示威	🪧
礼品	🎁
礼帽	🎩
礼拜	🛐
礼服	🤵‍♀ 🤵‍♂
礼物	🎁 🧧
祈求	🙏 🥺
祈求宽恕	🙇
祈求的脸	🥺
祈祷	📿 🤲 🙏 🛐
祈福	🙏
祖母	👵
祖父	👴
祝	㊗
祝好运	🤞
祝福	㊗ 🙏
祝贺	㊗
神奇动物	🐦‍🔥
神灵	🧞
神社	⛩
神秘	🧝 🫆 🧞
神秘生物	🫈
神话	🐲 🪽 🧞
神话故事	🧌 👹 💀 😈 👺 👻
神道教	⛩
票	🎫
票根	🎫
票箱	🗳
祭月	🎑
祷告	🤲
禁	🈲
禁丢垃圾	🚯
禁入	🚫
禁止	🚫 🚭 🙅 🚳 🙅‍♀ 🙅‍♂ 📵 🚯 🔞 🖐
禁止乱扔垃圾	🚯
禁止使用手机	📵
禁止入内	⛔
禁止吸烟	🚭
禁止响铃	🔕
禁止手势	🙅
禁止手势女	🙅‍♀
禁止手势男	🙅‍♂
禁止用水	🚱
禁止自行车	🚳
禁止行人通行	🚷
禁止通行	⛔
禁烟	🚭
禁行	⛔ 🚫
禁行自行车	🚳
离境	🛫
私密	🔒
秃头	👴
秃顶	🦲 👩‍🦲 👨‍🦲 🧑‍🦲
秃鼻乌鸦	🐦‍⬛
秋叶	🍁
秋天	🥮
种植	🧺 🪏
科学	🦠 🧪 🔬 🔭
科学家	🧑‍🔬 👨‍🔬 👩‍🔬 🥼
秒表	⏱
秘	㊙
秘密	㊙ 🙊 🤐 😶 🤭 🥷
积分	∫
移动	📱
移动房车	🚐
移动电话	📱 📲
移动通信	📱
稀饭	🥣
程序员	🧑‍💻 👨‍💻 👩‍💻
稻	🌾
稻子	🌾
穆斯林	🕌 🕋 ☪
穴居巨怪	🧌
空	🈳
空中	🚠 🚡
空中轨道列车	🚟
空位	🈳
空巢	🪹
空心	❔ ❕
空心叹号	❕
空心问号	❔
空手道	🥋
空瓶	🫙
空轨	🚟
空闲	🈳
空集	∅
穿燕尾服的人	🤵
穿燕尾服的男人	🤵
穿礼服的女人	🤵‍♀
穿礼服的男人	🤵‍♂
窗口	🪟
窗户	🪟
窗框	🪟
窝夫饼	🧇
窥视	👀
窥镜	🪞
立刻回来	🔜
立方	³
立起	🤚
立起的手背	🤚
竖中指	🖕
竖琴	🪉
竖笛	🪈
站着	🧍 🧍‍♀ 🧍‍♂
站着的人	🧍
站立	🧍 🧍‍♀ 🧍‍♂
站立的女人	🧍‍♀
站立的男人	🧍‍♂
站立者	🧍
竞技场	🏟
竞赛	🏁
竞走	🚶 🚶‍➡
章节	§
章节符号	§
章鱼	🐙
童话	🐲 👸 🧚 🔮 🧜
笑	😄 ☺ 😂 😆 😸 😺 🤣
笑中带泪	🥲
笑出眼泪	😹
笑出眼泪的猫	😹
笑出眼泪的猫脸	😹
笑哭	😂
笑哭了	😂
笑得流泪	🤣
笑得满地打滚	🤣
笑脸	🥲 😀 😁 😃 😵‍💫 🥰 😮‍💨
笑脸相迎	😊
笑颜	😁
笑颜亲吻	😙
笑颜逐开	😸
笔	🖊 🖋 ✏ ✒ 🔏
笔刷	🖌
笔尖	✒ 🔏
笔记	📓
