# 品牌词：让第一次装的用户能打出 曼波。次数既是词频也是语言模型里的一元（句首二元按八分之一算，与 请柬 的句首占比一致），210 排在 请柬（209）前一位、不压真词与整句 请见；选过一次个人学习就把它顶到第一。词\t次数\t拼音
曼波	210	man bo
