# 编码	词频（wordfreq 英文 Zipf × 1000）
paratyphoid	1270
pardner	1850
pardners	1150
pardonably	0
pardoner	1440
pardoners	0
paregoric	1260
parenthesise	0
parenthesises	0
parenthesising	0
parenthesize	0
parenthesizes	0
parenthesizing	0
parer	1550
parers	0
paresis	1760
paribus	1800
parietal	2780
parimutuel	1480
parimutuels	0
parkersburg	2370
parkinsonism	1890
parkland	3060
parklet	1190
parklets	1150
parky	1680
parlous	1830
parmenides	2040
parmigiana	1760
parochially	1120
parodist	1350
parodists	0
parotid	2050
paroxysmal	2029
parricidal	0
parsimoniously	1170
particleboard	1720
partitive	1650
partitives	0
partygoer	1370
partygoers	2080
pascagoula	2140
pascals	1590
pasco	2680
pashmina	2000
pashminas	1280
passer	3170
passers	2850
passim	1980
passingly	1320
passionflower	1500
passionflowers	0
passiveness	1610
passivisation	0
passivization	0
passivize	0
passivized	0
passivizes	0
passivizing	0
passphrase	2070
passphrases	1330
pasteuriser	0
pasteurisers	0
pasteurizer	0
pasteurizers	0
pastille	1450
pastilles	1750
pastiness	0
pastureland	1950
patchily	1450
patchouli	2430
paterfamilias	1650
paterfamiliases	0
paternalist	1440
paternalists	0
paternoster	2130
paternosters	0
pathbreaking	1580
pathfinder	3070
pathfinders	2250
pathless	1370
patisserie	2300
patisseries	1370
patresfamilias	0
patriarchate	2450
patriarchates	1340
patricidal	0
patroness	2190
patronesses	0
patroniser	0
patronisers	0
patronizer	0
patronizers	0
patronymically	0
patroon	1490
patroons	0
paver	2060
pavers	2260
pavlovas	0
pawnbroking	1390
payback	3290
paybacks	1620
payola	1990
payout	3360
payouts	3060
payslip	1650
payslips	1630
pbx	2370
pcp	2940
pdt	3020
peacekeeper	2590
peacekeepers	2830
peacemaking	2320
peachier	0
peachiest	0
peachy	2870
peacoat	1830
peaky	2470
pearlescent	1820
peashooter	1660
peashooters	1080
peatier	0
peatiest	0
peaty	2290
pecker	2520
peckers	1630
peckish	2020
pectic	1290
pectoralis	2050
peculate	0
peculated	0
peculates	0
peculating	0
peculation	0
peculator	0
peculators	0
pedagogically	1670
pedalo	1540
pedalos	1010
pedestrianisation	1360
pedestrianise	0
pedestrianises	0
pedestrianising	0
pedestrianization	0
pedestrianize	0
pedestrianizes	0
pedestrianizing	0
pedicab	1790
pedicabs	1390
pedicurist	0
pedicurists	0
pedophile	3300
pedophiles	3030
pedophilia	3100
peduncle	2410
peduncles	1840
peeler	2480
peelers	1850
peen	2340
peens	1310
peepbo	0
peepshow	1550
peepshows	0
peeress	1250
peeresses	1150
peewit	0
peewits	0
pegboard	2009
pegboards	0
peignoir	1460
peignoirs	0
pejoration	0
pejoratively	1930
peke	1620
pekes	0
pekineses	0
pelf	1290
pelmet	1130
pelmets	0
peloton	2770
pemmican	1770
penalisation	0
penalization	1490
pend	2120
pended	1110
pends	1240
penetrability	0
penetratingly	1360
penfriend	0
penfriends	0
penman	2180
penmen	1140
penna	2220
pennae	0
penne	2470
pennyworth	2050
pensionable	1920
pentacle	1930
pentacles	1710
pentagram	2580
pentagrams	1580
pentathlete	1090
pentathletes	0
pentecostalism	1990
penuche	0
penumbra	2250
penumbrae	0
penuriously	0
penuriousness	0
peppiness	0
peptide	3300
peptides	3150
peradventure	1620
perambulation	1470
perambulations	1160
perceptional	1050
perceptually	1870
percipience	0
percipient	1170
percussive	2600
perdurable	0
peregrinate	0
peregrinated	0
peregrinates	0
peregrinating	0
peregrine	2820
peregrines	1760
perestroika	2390
perfecta	1820
perfectas	0
perfectibility	1330
perfectness	1580
perfidiously	1050
performative	2630
perfumer	2120
perfumers	1860
perfusion	2670
pergola	2310
pergolas	1650
pericardial	2140
pericarditis	1920
perinatal	2570
perinea	0
perineum	2200
periodontics	1690
periodontist	1520
periodontists	1060
peripherally	2180
periphrastic	1700
perisher	1600
perishers	0
peristalsis	1880
peristaltic	1840
peristyle	1740
peristyles	0
peritoneal	2520
perkily	0
permanency	2060
permeation	2050
permittivity	2140
permute	1450
permutes	1110
permuting	1230
perniciousness	0
perp	2650
perpendicularity	1130
perpendicularly	2170
perplexedly	0
perplexingly	1220
perps	2240
personalisation	2180
personalisations	0
personalization	2570
personalizations	0
personalty	1730
personhood	2760
persons	4430
perspex	2250
perspicaciously	0
persuadable	1490
persuader	1910
persuaders	1700
pertinaciously	0
pertinently	1920
pertussis	2550
peruke	0
perukes	0
perv	2800
pervasively	1710
pervasiveness	2140
pervs	2230
peskily	0
peskiness	0
pessaries	1440
pessary	1570
pestiferous	1090
pestilential	1660
pesto	2880
petabyte	1610
petabytes	1860
petajoule	0
petajoules	0
petaled	1560
petalled	1660
petaluma	2470
petawatt	0
petawatts	0
petcock	1330
petcocks	0
petitionary	0
petrodollar	1710
petrodollars	1550
petrologist	0
petrologists	0
petrology	2120
pettifoggery	0
pettish	0
pettishly	0
pewit	0
pewits	0
pfc	2800
pfennig	1790
phaeton	2200
phaetons	0
phagocyte	1490
phagocytes	1820
phalanger	0
phalangers	0
phallocentric	1180
phallocentrism	0
phantasmagorical	1370
phantasmal	1490
pharisaic	1650
pharisaical	1250
pharma	3430
pharmaceutic	0
pharmaceutics	1820
pharmacologic	2230
pharmacological	2920
pharmacotherapy	2040
pharyngitis	1770
phaseout	1850
phaseouts	0
phaser	2500
phasers	2150
phat	2790
phd	4070
phds	2610
phenacetin	1190
phenol	2640
phenols	2270
phenom	2630
phenomenological	2520
phenomenology	2730
phenoms	1540
phenytoin	2070
phew	3140
phi	3550
philemon	2300
philistinism	1470
philosophiser	0
philosophisers	0
philosophizer	0
philosophizers	0
phis	1410
phloem	2110
phoenician	2690
phonecard	0
phonecards	0
phonemically	1180
phonographic	1980
phonologically	1790
phonon	2210
phonons	2029
phosphodiesterase	2060
phosphorescently	0
phosphorous	2510
phosphorylation	2990
photocell	1700
photocells	1260
photoelectrically	0
photoengrave	0
photoengraved	0
photoengraver	0
photoengravers	0
photoengraves	0
photoengraving	1070
photoengravings	0
photofinishing	0
photogenically	0
photometer	1750
photometers	1330
photorealistic	2160
photostatic	1190
photostats	1380
photostatted	0
photostatting	0
photosynthesise	1180
photosynthesised	0
photosynthesises	0
photosynthesising	0
photosynthesize	1630
photosynthesized	0
photosynthesizes	0
photosynthesizing	1550
photosynthetic	2630
phototropic	1050
phototropism	1270
photovoltaic	3020
phrasebook	1690
phrasebooks	0
phrenologist	1480
phrenologists	1250
phylacteries	1500
phylactery	1340
phyllo	1690
phylogeny	2500
physicality	2830
physio	2840
physiography	1440
physiologic	2440
physiologically	2610
physios	1860
phytoplankton	2640
pianolas	0
piaster	0
piasters	1430
piastre	1270
piastres	1730
pibroch	1140
pibrochs	0
pic	4200
picador	2000
picadors	0
piccata	1390
picketer	0
picketers	1780
pickiness	1270
picot	2300
picots	0
pics	4160
pictogram	1800
pictograms	1910
picturesquely	1630
picturesqueness	1130
piddly	1740
pieceworker	0
pieceworkers	0
piecrust	1340
piecrusts	0
pierogi	2040
pierogies	1710
piezoelectric	2600
piffling	1180
piggeries	1390
piggery	1910
piggishly	0
pigheadedly	0
pigheadedness	0
pigmented	2840
pigswill	0
pikestaff	1040
pikestaffs	0
pilferage	1610
pillager	1460
pillagers	1490
pillared	2009
pillock	1780
pillocks	0
pillowslip	0
pillowslips	0
pimpled	1270
pinball	3100
pincer	2360
pinewood	2650
pinewoods	1530
piney	2480
pinier	0
piniest	0
pinkness	1450
pinko	2050
pinkos	1260
pinnies	1110
pinny	1610
pinsetter	1140
pinsetters	0
pinyin	2290
piousness	1280
pipelined	1740
pipelining	1810
pipette	2280
pipettes	1940
pipework	2140
piquantly	0
piratically	0
pirogi	0
piroshki	0
pismire	0
pismires	0
pisser	1760
pissers	1210
pissoir	0
pissoirs	0
piste	2390
pistes	1970
pitapat	0
pitapats	0
piteousness	0
pithead	1390
pitheads	0
pithiness	0
pitilessness	0
pitta	2420
pittas	1390
pittsfield	2600
pityingly	1150
pix	2750
pixelated	2450
pk	3400
pkt	1710
placatory	1040
placeholders	2150
placekick	0
placekicked	0
placekicker	1500
placekickers	0
placekicking	0
placekicks	0
placings	2410
plagiariser	0
plagiarisers	0
plagiarizer	0
plagiarizers	0
plagiary	0
plainchant	1500
plainsman	1430
plainsmen	1310
plainsong	1750
plainspoken	1560
planeload	1440
planer	2360
planers	1500
planetwide	0
plangency	0
plano	2920
plantar	2640
plantlike	0
plash	1310
plashed	0
plashes	0
plashing	0
plasmon	2110
plasticise	0
plasticised	0
plasticises	0
plasticising	0
plasticize	0
plasticized	1700
plasticizes	0
plasticizing	1240
plat	3100
plats	2210
platted	2160
platting	1750
platy	1710
platys	1090
playa	3180
playact	0
playacted	0
playacts	0
playas	2110
playbook	3290
playbooks	1860
playdate	2230
playdates	1880
playfellow	0
playfellows	0
playgirl	1990
playgirls	1010
playgroup	2340
playgroups	1780
playmaker	2920
playmakers	2430
playschool	1640
playschools	0
playtime	3000
playwriting	2300
pleadingly	1520
pleadings	2400
pleaser	2680
pleasers	2009
pleasureful	0
pleb	2320
plebby	0
plebe	1880
plebes	1760
plebs	2620
plenum	2780
plenums	1540
pleonasm	1290
pleonasms	0
pleura	1920
pleurae	1060
plexiglass	2290
pliantly	0
plimsoll	1800
plimsolls	1590
plonk	2150
plonked	1760
plonker	1950
plonkers	1080
plonking	1390
plonks	1280
plosive	1670
plosives	1600
plotline	2470
plotlines	2300
pluckily	1030
plughole	1510
plugholes	0
plumier	0
plumiest	0
plummy	1710
plumply	0
plumy	0
pluralisation	0
pluralist	2240
pluralists	1170
pluralization	1560
plushly	0
plushness	0
pluvial	1530
pneumococcal	2240
pneumococci	1110
pneumococcus	1430
poblano	1810
poblanos	1190
pocatello	2270
pocked	1830
podcaster	2240
podcasters	2190
poetaster	0
poetasters	0
poetics	2820
poinciana	1650
poincianas	0
poleaxe	1140
poleaxed	1210
poleaxes	0
poleaxing	0
polemically	1310
polemicist	1740
polemicists	1390
polenta	2530
polentas	0
policymaker	1950
policymakers	3170
politburos	0
politicisation	1900
politicization	2390
politicking	2330
pollack	2850
pollacks	0
pollards	1440
pollinator	2340
pollinators	2730
poly	3640
polyacrylamide	1940
polyamorous	2220
polyandrous	1390
polyandry	1980
polyclinic	1990
polyclinics	1440
polyhedral	2120
polymerise	0
polymerised	0
polymerises	0
polymerising	0
polymerize	1670
polymerized	1980
polymerizes	1400
polymerizing	1490
polymorph	1980
polymorphous	1570
polymorphs	1710
polypropylene	2690
polys	1710
polysemous	1110
polyunsaturate	0
polyunsaturates	0
polyurethane	2760
polyurethanes	1730
polyvinyl	2470
pom	3170
pomander	1280
pomanders	0
pommies	1030
pommy	1700
pompano	2390
pompanos	0
pompeian	1800
poms	2670
ponced	0
ponces	1230
poncing	0
poncy	1450
ponderer	0
ponderers	0
ponderousness	0
pong	3450
ponged	1160
pongee	1080
ponging	1390
pongs	1510
ponied	1640
pontifically	0
ponying	1380
ponytailed	1310
poo	3540
pooed	1650
poof	2940
poofs	1890
poofter	1640
poofters	1150
pooing	1850
poolroom	1400
poolrooms	0
poolside	2790
poolsides	0
poorness	1430
poos	2070
poppa	2560
poppadom	1220
poppadoms	1180
poppas	0
poppers	2630
poppet	2280
poppets	1430
populousness	0
popup	2780
popups	2210
porgies	0
porgy	2250
porker	1770
porkers	1520
porkier	0
porkies	1640
porkiest	0
porky	2670
pornographically	0
porousness	1030
porphyritic	1650
portabella	1390
portabellas	0
portentousness	0
porterville	2020
portobello	2610
portobellos	0
portulaca	1410
positiveness	1490
positivist	2200
positivists	1730
positivities	0
positivity	3330
poss	2460
postbag	1240
postbags	0
postboxes	1220
postcolonial	2680
postconsonantal	0
postgame	2710
posthypnotic	1130
postie	1940
posties	1250
postilion	1050
postilions	0
postindustrial	1640
postings	3140
postmenopausal	2500
postmeridian	0
postmodernism	2710
postmodernist	2190
postmodernists	1760
postnasal	1190
postprandial	1940
postproduction	2000
postseason	3460
postseasons	1450
postsecondary	2770
postsynaptic	2290
posttest	1590
postulation	1780
postulations	1180
postural	2560
posturings	1080
postwoman	1120
postwomen	0
potability	0
potentiate	1880
potentiated	1670
potentiates	1590
potentiating	1400
potently	1920
pothead	2310
potheads	2120
pother	1200
potherb	0
potherbs	0
pothered	0
pothering	0
pothers	0
potholer	0
potholers	0
pottiness	0
pottstown	2070
pouf	1880
pouffe	1180
pouffes	0
poufs	1130
poughkeepsie	2760
poulterer	0
poulterers	0
poundage	1850
pounder	2850
pounders	2470
poundings	1130
pouter	1240
pouters	0
pouty	2380
powertrain	2650
pp	4380
ppm	3150
pps	2880
practicum	2290
practicums	1240
praetor	2320
praetors	1650
pragmatical	1030
prams	2090
prancingly	0
prang	2100
pranged	0
pranging	0
prangs	1060
praseodymium	1550
prat	2590
prater	2450
praters	0
pratfall	1480
pratfalls	1600
prats	1840
prattler	0
prattlers	0
praxis	2890
prayerful	2300
prayerfully	1870
prc	3120
preachment	0
preadolescence	0
preadolescences	0
preadolescent	1530
preapproved	1700
preassembled	1390
preassigned	1220
prebiotic	1930
precancel	0
precanceled	0
precanceling	0
precancels	0
precancerous	2090
precariousness	1890
precast	2510
precognitive	1810
precolonial	1830
precook	0
precooked	1910
precooking	0
precooks	0
precursory	1510
predation	2900
predations	1470
predawn	2040
predesignate	0
predesignated	1330
predesignates	0
predesignating	0
predeterminer	0
predeterminers	0
predicable	1730
predicatively	1050
predictors	2860
predigest	0
predigested	1270
predigesting	0
predigests	0
prednisone	2560
predominately	2830
preemie	2060
preemies	1720
preexistence	1160
preform	2500
preformative	0
preformed	2470
preforming	2029
preforms	1860
prefrontal	2820
pregame	2930
pregames	0
prehistorian	0
prehistorians	1050
prehistorical	1390
prehistorically	1300
prehuman	1100
preindustrial	1870
preinstalled	2100
prekindergarten	1960
prekindergartens	0
prelacy	1410
prelim	2500
prelims	2590
preliterate	1170
preloaded	2290
premade	2270
premed	2150
premedical	1600
premeds	0
premiership	3610
premierships	2630
premix	1850
premixed	2020
premixes	1290
premixing	0
premolar	1910
premolars	2029
prenatally	1800
prenuptial	2310
preoperative	2460
preowned	2029
prepacked	1330
prepend	1270
preplanned	2040
preponderantly	1370
prepositionally	0
prepossession	0
prepossessions	0
preprogram	0
preprogrammed	2060
preprogramming	0
preprograms	0
prepubescence	0
prepubescent	2210
prepubescents	0
prepuce	1720
prepuces	0
presbyopia	1750
presbyter	2080
presbyteries	1970
presbyters	1810
presbytery	2790
presciently	1580
prescript	1450
prescriptively	1220
prescripts	0
preseason	3650
preseasons	0
presentably	0
presenters	3310
presentment	1940
presentments	0
preservable	0
preservationist	1850
preservationists	2110
preservice	1570
preshrink	0
preshrinking	0
preshrinks	0
presidium	2410
presidiums	0
presort	0
presorted	0
presorting	0
presorts	0
presser	2790
pressers	2029
pressie	1580
pressies	1580
pressingly	1400
pressroom	1780
pressuriser	0
pressurisers	0
pressurizer	1430
pressurizers	0
prestidigitation	1550
pretax	2350
preterm	2750
preternaturally	1830
pretest	2009
pretested	1030
pretesting	1030
pretests	1010
pretrial	2720
prev	2900
prevision	1450
previsions	1320
prewashed	1100
prezzie	1140
prezzies	0
priapic	1270
pricker	1190
prickers	0
prickliness	0
prideful	2460
pridefully	1180
prier	1210
priers	0
priestliness	0
priggishness	0
primitiveness	1150
primogenitor	0
primogenitors	0
primordially	1260
primula	2029
primulas	1250
princedom	1290
princedoms	1060
princeliness	0
printmaker	2110
printmakers	1890
printmaking	2570
prion	2520
prions	2230
prioritisation	1950
prioritization	2580
prissily	0
privily	1360
prizefighting	1300
prizewinner	1780
prizewinners	1650
prizewinning	1800
proactively	2820
probational	1020
probings	0
probosces	0
procaine	1580
processable	1390
proconsul	2140
proconsular	1220
proconsuls	1330
procurable	1250
prodigally	1120
producible	1520
profaneness	0
professedly	1430
professionalisation	1680
professionalise	1270
professionalised	1410
professionalises	0
professionalising	1040
professionalization	2029
professionalize	1770
professionalized	1950
professionalizes	0
professionalizing	1450
professorially	0
profiler	2590
profilers	1890
profiterole	1160
profiteroles	1710
profitless	1370
profligately	0
profoundness	1410
profuseness	0
progestin	2130
progestins	1700
prognathous	0
programmatic	2870
programmatically	2040
progressiveness	1920
prokaryote	1450
prokaryotes	2160
prokaryotic	2270
prolapse	2550
prolapsed	2050
prolapses	1230
prolapsing	1190
prole	1790
proles	1890
prolixly	0
promethium	1680
promptitude	1010
promulgator	0
promulgators	0
pronominal	2070
pronominals	0
pronuclear	0
propagator	1990
propagators	1670
prophesier	0
prophesiers	0
prophetical	1280
propitiously	0
proposers	1860
propranolol	2240
proprieties	1640
proprietorial	1370
proprietorially	0
prorogation	1960
prorogue	1640
prorogued	1890
prorogues	0
proroguing	1450
prosciutto	2530
prosecutorial	2600
proselytiser	0
proselytisers	0
proselytism	1820
proselytizer	1240
proselytizers	1290
proserpina	1610
prosocial	2240
prospectively	2300
protactinium	1430
protectionism	2810
protectionist	2840
protectionists	1630
protostats	0
prototyped	1810
prototypical	2560
protozoic	0
protrusile	0
provability	1270
provenience	1230
provincially	2090
provocateur	2480
provocateurs	2210
provocativeness	0
provoker	1250
provokers	0
provokingly	0
provolone	2300
proximal	3170
proximate	2620
prudentially	0
prudishness	1550
pruner	1610
pruners	1370
pruriently	0
psalteries	0
psaltery	1560
psephologist	1170
psephologists	0
psephology	0
pseud	1610
pseudonymous	2160
pseudoscience	2560
pseudosciences	0
pseudoscientific	2029
pseuds	0
pseudy	0
psi	3450
psilocybin	2480
psis	1450
psittacosis	1410
psychedelia	2310
psychedelically	1070
psychoactive	2830
psychoanalytic	2820
psychoanalytical	2040
psychoanalytically	1020
psychobabble	1780
psychodrama	2070
psychodramas	0
psychokinetic	1590
psychometric	2460
psychoneurosis	0
psychopathology	2480
psychopathy	2490
psychopharmacology	2090
psychophysiology	1770
psychosocial	2880
psychotically	1560
psychotropic	2540
psychotropics	1470
pto	2820
ptos	1200
pubertal	1920
pubes	2680
pubis	2270
puce	1970
puckishly	0
puckishness	0
pud	2470
pudenda	1170
pudendum	0
pudginess	0
puds	1710
puerperal	1800
puffer	2640
puffers	1720
pugnaciousness	0
pukka	1910
pulchritudinous	1270
pule	1730
puled	0
pules	0
puling	1440
pulpiness	0
pulpwood	1650
pumpkinseed	1230
pumpkinseeds	0
punchbag	1520
punchbags	0
puncheon	2009
puncheons	0
puncher	2400
punchers	1880
punctilio	0
punctiliousness	0
punditry	2210
puniness	0
punishingly	1400
punitively	1590
punnet	1550
punnets	1160
pupate	1890
pupated	0
pupates	1170
pupating	1230
purdah	2060
purger	1140
purgers	1030
purine	2180
purines	1880
puristic	0
purlieu	1120
purlieus	1120
purposefulness	1590
purposelessly	0
purposelessness	1110
purveyance	1410
pushback	2770
pushbike	1350
pushbikes	0
pushchair	2170
pushchairs	1680
pushily	0
pushpin	1190
pushpins	1270
pusillanimously	0
pustular	1690
putout	1190
putouts	1030
putrefactive	0
puttanesca	1590
puttee	0
puttees	1330
putterer	0
putterers	0
putz	2260
putzes	0
puzzlingly	1270
pw	3060
pyelonephritis	1600
pyjama	2320
pylori	2390
pyloric	1780
pylorus	1490
pyrimidine	2009
pyrimidines	1530
pyrites	1570
pyrotechnical	1270
pyruvate	2470
pzazz	0
qatari	2910
qataris	1760
qb	3810
qc	3440
qcs	1720
qed	2430
qinghai	2120
qm	2540
qr	3090
quadratics	1370
quadrennium	0
quadrenniums	0
quadrillion	2100
quadrillions	1160
quadrillionth	0
quadrillionths	0
quadrivium	1380
quadrupedal	1660
quadruplication	0
quakerism	1880
quaky	0
