lemma	form	pos_code	form_note	frequency_level	source
hardback	hardbacks	ns	noun: plural	50	ESDB
hardcover	hardcovers	ns	noun: plural	40	ESDB
harden	hardened	vd	verb: past tense (-ed)	35	ESDB
harden	hardening	vg	verb: present participle (-ing)	35	ESDB
harden	hardens	vs	verb: present tense (-s)	35	ESDB
hardener	hardeners	ns	noun: plural	50	ESDB
hardliner	hardliner's	np	noun: possessive	60	ESDB
hardliner	hardliners	ns	noun: plural	35	ESDB
hardship	hardships	ns	noun: plural	35	ESDB
hardstand	hardstands	ns	noun: plural	60	ESDB
hardtop	hardtop's	np	noun: possessive	50	ESDB
hardtop	hardtops	ns	noun: plural	50	ESDB
hardware	hardware's	np	noun: possessive	35	ESDB
hardwood	hardwoods	ns	noun: plural	35	ESDB
hardy	hardier	aj1	adjective: comparative (-er)	35	ESDB
hardy	hardiest	aj2	adjective: superlative (-est)	35	ESDB
hare	hare's	np	noun: possessive	35	ESDB
hare	hared	vd	verb: past tense (-ed)	35	ESDB
hare	hares	ns	noun: plural	35	ESDB
hare	hares	vs	verb: present tense (-s)	35	ESDB
hare	haring	vg	verb: present participle (-ing)	35	ESDB
harebell	harebells	ns	noun: plural	60	ESDB
harelip	harelips	ns	noun: plural	40	ESDB
harem	harems	ns	noun: plural	35	ESDB
haricot	haricots	ns	noun: plural	60	ESDB
hark	harked	vd	verb: past tense (-ed)	35	ESDB
hark	harking	vg	verb: present participle (-ing)	35	ESDB
hark	harks	vs	verb: present tense (-s)	35	ESDB
harlequin	harlequin's	np	noun: possessive	50	ESDB
harlequin	harlequins	ns	noun: plural	50	ESDB
harlot	harlot's	np	noun: possessive	35	ESDB
harlot	harlots	ns	noun: plural	35	ESDB
harm	harm's	np	noun: possessive	35	ESDB
harm	harmed	vd	verb: past tense (-ed)	35	ESDB
harm	harming	vg	verb: present participle (-ing)	35	ESDB
harm	harms	vs	verb: present tense (-s)	35	ESDB
harmonic	harmonics	ns	noun: plural	50	ESDB
harmonica	harmonicas	ns	noun: plural	35	ESDB
harmonise	harmonised	vd	verb: past tense (-ed)	35	ESDB
harmonise	harmonises	vs	verb: present tense (-s)	35	ESDB
harmonise	harmonising	vg	verb: present participle (-ing)	35	ESDB
harmoniser	harmoniser's	np	noun: possessive	60	ESDB
harmoniser	harmonisers	ns	noun: plural	60	ESDB
harmonium	harmoniums	ns	noun: plural	60	ESDB
harmonize	harmonized	vd	verb: past tense (-ed)	35	ESDB
harmonize	harmonizes	vs	verb: present tense (-s)	35	ESDB
harmonize	harmonizing	vg	verb: present participle (-ing)	35	ESDB
harmonizer	harmonizer's	np	noun: possessive	60	ESDB
harmonizer	harmonizers	ns	noun: plural	60	ESDB
harmony	harmonies	ns	noun: plural	35	ESDB
harmony	harmony's	np	noun: possessive	35	ESDB
harness	harnessed	vd	verb: past tense (-ed)	35	ESDB
harness	harnesses	ms	noun/verb: (-s)	35	ESDB
harness	harnessing	vg	verb: present participle (-ing)	35	ESDB
harp	harp's	np	noun: possessive	35	ESDB
harp	harped	vd	verb: past tense (-ed)	35	ESDB
harp	harping	vg	verb: present participle (-ing)	35	ESDB
harp	harps	ms	noun/verb: (-s)	35	ESDB
harpist	harpist's	np	noun: possessive	35	ESDB
harpist	harpists	ns	noun: plural	35	ESDB
harpoon	harpooned	vd	verb: past tense (-ed)	35	ESDB
harpoon	harpooning	vg	verb: present participle (-ing)	35	ESDB
harpoon	harpoons	ms	noun/verb: (-s)	35	ESDB
harpooner	harpooner's	np	noun: possessive	60	ESDB
harpooner	harpooners	ns	noun: plural	60	ESDB
harpsichord	harpsichords	ns	noun: plural	35	ESDB
harpsichordist	harpsichordist's	np	noun: possessive	60	ESDB
harpsichordist	harpsichordists	ns	noun: plural	60	ESDB
harpy	harpies	ns	noun: plural	50	ESDB
harpy	harpy's	np	noun: possessive	50	ESDB
harridan	harridan's	np	noun: possessive	50	ESDB
harridan	harridans	ns	noun: plural	50	ESDB
harrier	harrier's	np	noun: possessive	60	ESDB
harrier	harriers	ns	noun: plural	60	ESDB
harrow	harrowed	vd	verb: past tense (-ed)	50	ESDB
harrow	harrowing	vg	verb: present participle (-ing)	50	ESDB
harrow	harrows	ms	noun/verb: (-s)	50	ESDB
harrumph	harrumphed	vd	verb: past tense (-ed)	60	ESDB
harrumph	harrumphing	vg	verb: present participle (-ing)	60	ESDB
harrumph	harrumphs	vs	verb: present tense (-s)	60	ESDB
harry	harried	vd	verb: past tense (-ed)	35	ESDB
harry	harries	vs	verb: present tense (-s)	35	ESDB
harry	harrying	vg	verb: present participle (-ing)	35	ESDB
harsh	harsher	aj1	adjective: comparative (-er)	35	ESDB
harsh	harshest	aj2	adjective: superlative (-est)	35	ESDB
hart	hart's	np	noun: possessive	50	ESDB
hart	harts	ns	noun: plural	35	ESDB
harvest	harvest's	np	noun: possessive	35	ESDB
harvest	harvested	vd	verb: past tense (-ed)	35	ESDB
harvest	harvesting	vg	verb: present participle (-ing)	35	ESDB
harvest	harvests	ms	noun/verb: (-s)	35	ESDB
harvester	harvester's	np	noun: possessive	35	ESDB
harvester	harvesters	ns	noun: plural	35	ESDB
hash	hashed	vd	verb: past tense (-ed)	35	ESDB
hash	hashes	ms	noun/verb: (-s)	35	ESDB
hash	hashing	vg	verb: present participle (-ing)	35	ESDB
hashtag	hashtags	ns	noun: plural	50	ESDB
hasp	hasps	ns	noun: plural	50	ESDB
hassle	hassled	vd	verb: past tense (-ed)	35	ESDB
hassle	hassles	ms	noun/verb: (-s)	35	ESDB
hassle	hassling	vg	verb: present participle (-ing)	35	ESDB
hassock	hassocks	ns	noun: plural	50	ESDB
haste	hasted	vd	verb: past tense (-ed)	35	ESDB
haste	hastes	vs	verb: present tense (-s)	35	ESDB
haste	hasting	vg	verb: present participle (-ing)	35	ESDB
hasten	hastened	vd	verb: past tense (-ed)	35	ESDB
hasten	hastening	vg	verb: present participle (-ing)	35	ESDB
hasten	hastens	vs	verb: present tense (-s)	35	ESDB
hasty	hastier	aj1	adjective: comparative (-er)	35	ESDB
hasty	hastiest	aj2	adjective: superlative (-est)	35	ESDB
hat	hat's	np	noun: possessive	35	ESDB
hat	hats	ms	noun/verb: (-s)	35	ESDB
hat	hatted	vd	verb: past tense (-ed)	35	ESDB
hat	hatting	vg	verb: present participle (-ing)	35	ESDB
hatband	hatbands	ns	noun: plural	60	ESDB
hatbox	hatboxes	ns	noun: plural	60	ESDB
hatch	hatch's	np	noun: possessive	35	ESDB
hatch	hatched	vd	verb: past tense (-ed)	35	ESDB
hatch	hatches	ms	noun/verb: (-s)	35	ESDB
hatch	hatching	vg	verb: present participle (-ing)	35	ESDB
hatchback	hatchbacks	ns	noun: plural	40	ESDB
hatcheck	hatchecks	ns	noun: plural	60	ESDB
hatchery	hatcheries	ns	noun: plural	50	ESDB
hatchery	hatchery's	np	noun: possessive	50	ESDB
hatchet	hatchets	ns	noun: plural	35	ESDB
hatchling	hatchling's	np	noun: possessive	60	ESDB
hatchling	hatchlings	ns	noun: plural	60	ESDB
hatchway	hatchways	ns	noun: plural	50	ESDB
hate	hate's	np	noun: possessive	35	ESDB
hate	hated	vd	verb: past tense (-ed)	35	ESDB
hate	hates	ms	noun/verb: (-s)	35	ESDB
hate	hating	vg	verb: present participle (-ing)	35	ESDB
hatemonger	hatemonger's	np	noun: possessive	60	ESDB
hatemonger	hatemongers	ns	noun: plural	60	ESDB
hater	hater's	np	noun: possessive	50	ESDB
hater	haters	ns	noun: plural	50	ESDB
hatpin	hatpins	ns	noun: plural	60	ESDB
hatred	hatreds	ns	noun: plural	35	ESDB
hatstand	hatstands	ns	noun: plural	60	ESDB
hatter	hatter's	np	noun: possessive	50	ESDB
hatter	hatters	ns	noun: plural	50	ESDB
hauberk	hauberks	ns	noun: plural	60	ESDB
haughty	haughtier	aj1	adjective: comparative (-er)	35	ESDB
haughty	haughtiest	aj2	adjective: superlative (-est)	35	ESDB
haul	hauled	vd	verb: past tense (-ed)	35	ESDB
haul	hauling	vg	verb: present participle (-ing)	35	ESDB
haul	hauls	ms	noun/verb: (-s)	35	ESDB
hauler	hauler's	np	noun: possessive	50	ESDB
hauler	haulers	ns	noun: plural	50	ESDB
haulier	hauliers	ns	noun: plural	60	ESDB
haunch	haunch's	np	noun: possessive	50	ESDB
haunch	haunches	ns	noun: plural	40	ESDB
haunt	haunted	vd	verb: past tense (-ed)	35	ESDB
haunt	haunting	vg	verb: present participle (-ing)	35	ESDB
haunt	haunts	ms	noun/verb: (-s)	35	ESDB
haunter	haunters	ns	noun: plural	60	ESDB
have	had	vd	verb: past tense (-ed)	35	ESDB
have	has	vs	verb: present tense (-s)	35	ESDB
have	hast	vs2	verb: present tense second-person singular (are)	35	ESDB
have	hath	vs3	verb: present tense third-person singular (is)	35	ESDB
have	haves	ns	noun: plural	35	ESDB
have	having	vg	verb: present participle (-ing)	35	ESDB
haven	haven's	np	noun: possessive	35	ESDB
haven	havens	ns	noun: plural	35	ESDB
haversack	haversacks	ns	noun: plural	50	ESDB
haw	hawed	vd	verb: past tense (-ed)	50	ESDB
haw	hawing	vg	verb: present participle (-ing)	50	ESDB
haw	haws	ms	noun/verb: (-s)	50	ESDB
hawk	hawk's	np	noun: possessive	35	ESDB
hawk	hawked	vd	verb: past tense (-ed)	35	ESDB
hawk	hawking	vg	verb: present participle (-ing)	35	ESDB
hawk	hawks	ms	noun/verb: (-s)	35	ESDB
hawker	hawker's	np	noun: possessive	50	ESDB
hawker	hawkers	ns	noun: plural	50	ESDB
hawser	hawsers	ns	noun: plural	50	ESDB
hawthorn	hawthorns	ns	noun: plural	50	ESDB
hay	hayed	vd	verb: past tense (-ed)	35	ESDB
hay	haying	vg	verb: present participle (-ing)	35	ESDB
hay	hays	vs	verb: present tense (-s)	35	ESDB
haycock	haycock's	np	noun: possessive	50	ESDB
haycock	haycocks	ns	noun: plural	50	ESDB
hayloft	haylofts	ns	noun: plural	50	ESDB
haymaker	haymakers	ns	noun: plural	60	ESDB
haymow	haymows	ns	noun: plural	50	ESDB
hayrick	hayrick's	np	noun: possessive	60	ESDB
hayrick	hayricks	ns	noun: plural	60	ESDB
hayride	hayrides	ns	noun: plural	60	ESDB
hayseed	hayseed's	np	noun: possessive	50	ESDB
hayseed	hayseeds	ns	noun: plural	50	ESDB
haystack	haystack's	np	noun: possessive	35	ESDB
haystack	haystacks	ns	noun: plural	35	ESDB
hazard	hazard's	np	noun: possessive	35	ESDB
hazard	hazarded	vd	verb: past tense (-ed)	35	ESDB
hazard	hazarding	vg	verb: present participle (-ing)	35	ESDB
hazard	hazards	ms	noun/verb: (-s)	35	ESDB
haze	haze's	np	noun: possessive	35	ESDB
haze	hazed	vd	verb: past tense (-ed)	35	ESDB
haze	hazes	ms	noun/verb: (-s)	35	ESDB
haze	hazing	vg	verb: present participle (-ing)	35	ESDB
hazel	hazels	ns	noun: plural	35	ESDB
hazelnut	hazelnuts	ns	noun: plural	40	ESDB
hazer	hazers	ns	noun: plural	60	ESDB
hazing	hazings	ns	noun: plural	40	ESDB
hazy	hazier	aj1	adjective: comparative (-er)	35	ESDB
hazy	haziest	aj2	adjective: superlative (-est)	35	ESDB
he	him	pn1	pronoun: objective (you/him/her/...)	35	ESDB
he	himself	pnr0	pronoun: reflexive singular (yourself/...)	35	ESDB
he	his	pnd	pronoun: determiner (your/his/her/...)	35	ESDB
he	his	pnp	pronoun: possessive (yours/his/hers/...)	35	ESDB
head	head's	np	noun: possessive	35	ESDB
head	headed	vd	verb: past tense (-ed)	35	ESDB
head	heading	vg	verb: present participle (-ing)	35	ESDB
head	heads	ms	noun/verb: (-s)	35	ESDB
headache	headaches	ns	noun: plural	35	ESDB
headband	headbands	ns	noun: plural	40	ESDB
headbanger	headbangers	ns	noun: plural	60	ESDB
headboard	headboards	ns	noun: plural	50	ESDB
headbutt	headbutted	vd	verb: past tense (-ed)	60	ESDB
headbutt	headbutting	vg	verb: present participle (-ing)	60	ESDB
headbutt	headbutts	vs	verb: present tense (-s)	60	ESDB
headcase	headcases	ns	noun: plural	60	ESDB
headdress	headdresses	ns	noun: plural	50	ESDB
header	headers	ns	noun: plural	35	ESDB
headhunt	headhunted	vd	verb: past tense (-ed)	60	ESDB
headhunt	headhunting	vg	verb: present participle (-ing)	60	ESDB
headhunt	headhunts	vs	verb: present tense (-s)	60	ESDB
headhunter	headhunter's	np	noun: possessive	40	ESDB
headhunter	headhunters	ns	noun: plural	40	ESDB
heading	headings	ns	noun: plural	35	ESDB
headlamp	headlamp's	np	noun: possessive	60	ESDB
headlamp	headlamps	ns	noun: plural	60	ESDB
headland	headlands	ns	noun: plural	35	ESDB
headlight	headlight's	np	noun: possessive	35	ESDB
headlight	headlights	ns	noun: plural	35	ESDB
headline	headlined	vd	verb: past tense (-ed)	35	ESDB
headline	headlines	ms	noun/verb: (-s)	35	ESDB
headline	headlining	vg	verb: present participle (-ing)	35	ESDB
headliner	headliner's	np	noun: possessive	60	ESDB
headliner	headliners	ns	noun: plural	60	ESDB
headlock	headlocks	ns	noun: plural	50	ESDB
headman	headman's	np	noun: possessive	60	ESDB
headman	headmen	ns	noun: plural	60	ESDB
headman	headmen's	nsp	noun: plural possessive	60	ESDB
headmaster	headmaster's	np	noun: possessive	40	ESDB
headmaster	headmasters	ns	noun: plural	40	ESDB
headmistress	headmistress's	np	noun: possessive	40	ESDB
headmistress	headmistresses	ns	noun: plural	40	ESDB
headphone	headphones	ns	noun: plural	50	ESDB
headpiece	headpieces	ns	noun: plural	60	ESDB
headpin	headpins	ns	noun: plural	60	ESDB
headquarter	headquartered	vd	verb: past tense (-ed)	60	ESDB
headquarter	headquartering	vg	verb: present participle (-ing)	60	ESDB
headquarter	headquarters	vs	verb: present tense (-s)	60	ESDB
headrest	headrests	ns	noun: plural	35	ESDB
headscarf	headscarves	ns	noun: plural	60	ESDB
headset	headsets	ns	noun: plural	50	ESDB
headship	headships	ns	noun: plural	60	ESDB
headshot	headshots	ns	noun: plural	60	ESDB
headshrinker	headshrinkers	ns	noun: plural	60	ESDB
headsman	headsman's	np	noun: possessive	60	ESDB
headsman	headsmen	ns	noun: plural	60	ESDB
headsman	headsmen's	nsp	noun: plural possessive	60	ESDB
headstall	headstalls	ns	noun: plural	60	ESDB
headstand	headstands	ns	noun: plural	60	ESDB
headstone	headstones	ns	noun: plural	35	ESDB
headteacher	headteachers	ns	noun: plural	60	ESDB
headwaiter	headwaiter's	np	noun: possessive	50	ESDB
headwaiter	headwaiters	ns	noun: plural	50	ESDB
headwind	headwinds	ns	noun: plural	40	ESDB
headword	headwords	ns	noun: plural	50	ESDB
heady	headier	aj1	adjective: comparative (-er)	35	ESDB
heady	headiest	aj2	adjective: superlative (-est)	35	ESDB
heal	healed	vd	verb: past tense (-ed)	35	ESDB
heal	healing	vg	verb: present participle (-ing)	35	ESDB
heal	heals	vs	verb: present tense (-s)	35	ESDB
healer	healer's	np	noun: possessive	35	ESDB
healer	healers	ns	noun: plural	35	ESDB
health	health's	np	noun: possessive	35	ESDB
healthcare	healthcare's	np	noun: possessive	60	ESDB
healthy	healthier	aj1	adjective: comparative (-er)	35	ESDB
healthy	healthiest	aj2	adjective: superlative (-est)	35	ESDB
heap	heap's	np	noun: possessive	35	ESDB
heap	heaped	vd	verb: past tense (-ed)	35	ESDB
heap	heaping	vg	verb: present participle (-ing)	35	ESDB
heap	heaps	ms	noun/verb: (-s)	35	ESDB
hear	heard	vd	verb: past tense (-ed)	35	ESDB
hear	hearing	vg	verb: present participle (-ing)	35	ESDB
hear	hears	vs	verb: present tense (-s)	35	ESDB
hearer	hearer's	np	noun: possessive	50	ESDB
hearer	hearers	ns	noun: plural	50	ESDB
hearing	hearings	ns	noun: plural	35	ESDB
hearken	hearkened	vd	verb: past tense (-ed)	50	ESDB
hearken	hearkening	vg	verb: present participle (-ing)	50	ESDB
hearken	hearkens	vs	verb: present tense (-s)	50	ESDB
hearse	hearses	ns	noun: plural	35	ESDB
heart	heart's	np	noun: possessive	35	ESDB
heart	hearts	ns	noun: plural	35	ESDB
heartache	heartaches	ns	noun: plural	35	ESDB
heartbeat	heartbeat's	np	noun: possessive	35	ESDB
heartbeat	heartbeats	ns	noun: plural	35	ESDB
heartbreak	heartbreaks	ns	noun: plural	35	ESDB
heartbreaker	heartbreakers	ns	noun: plural	60	ESDB
hearten	heartened	vd	verb: past tense (-ed)	35	ESDB
hearten	heartening	vg	verb: present participle (-ing)	35	ESDB
hearten	heartens	vs	verb: present tense (-s)	35	ESDB
hearth	hearth's	np	noun: possessive	35	ESDB
hearth	hearths	ns	noun: plural	35	ESDB
hearthrug	hearthrugs	ns	noun: plural	60	ESDB
hearthstone	hearthstones	ns	noun: plural	60	ESDB
heartland	heartland's	np	noun: possessive	40	ESDB
heartland	heartlands	ns	noun: plural	40	ESDB
heartthrob	heartthrob's	np	noun: possessive	40	ESDB
heartthrob	heartthrobs	ns	noun: plural	40	ESDB
hearty	heartier	aj1	adjective: comparative (-er)	35	ESDB
hearty	hearties	ns	noun: plural	35	ESDB
hearty	heartiest	aj2	adjective: superlative (-est)	35	ESDB
heat	heat's	np	noun: possessive	35	ESDB
heat	heated	vd	verb: past tense (-ed)	35	ESDB
heat	heating	vg	verb: present participle (-ing)	35	ESDB
heat	heats	ms	noun/verb: (-s)	35	ESDB
heater	heater's	np	noun: possessive	35	ESDB
heater	heaters	ns	noun: plural	35	ESDB
heath	heath's	np	noun: possessive	50	ESDB
heath	heaths	ns	noun: plural	50	ESDB
heathen	heathen's	np	noun: possessive	35	ESDB
heathen	heathens	ns	noun: plural	35	ESDB
heather	heathers	ns	noun: plural	35	ESDB
heatwave	heatwaves	ns	noun: plural	40	ESDB
heave	heaved	vd	verb: past tense (-ed)	35	ESDB
heave	heaves	ms	noun/verb: (-s)	35	ESDB
heave	heaves	vs	verb: present tense (-s)	35	ESDB
heave	heaving	vg	verb: present participle (-ing)	35	ESDB
heave	hove	vd	verb: past tense (-ed)	35	ESDB
heaven	heaven's	np	noun: possessive	35	ESDB
heavenly	heavenlier	aj1	adjective: comparative (-er)	35	ESDB
heavenly	heavenliest	aj2	adjective: superlative (-est)	35	ESDB
heaver	heaver's	np	noun: possessive	60	ESDB
heaver	heavers	ns	noun: plural	60	ESDB
heavy	heavier	a1	adjective/adverb: comparative (-er)	35	ESDB
heavy	heavies	ns	noun: plural	35	ESDB
heavy	heaviest	a2	adjective/adverb: superlative (-est)	35	ESDB
heavy	heavy's	np	noun: possessive	35	ESDB
heavyweight	heavyweight's	np	noun: possessive	35	ESDB
heavyweight	heavyweights	ns	noun: plural	35	ESDB
heck	heck's	np	noun: possessive	40	ESDB
heckle	heckled	vd	verb: past tense (-ed)	35	ESDB
heckle	heckles	ms	noun/verb: (-s)	35	ESDB
heckle	heckling	vg	verb: present participle (-ing)	35	ESDB
heckler	heckler's	np	noun: possessive	35	ESDB
heckler	hecklers	ns	noun: plural	35	ESDB
hectare	hectares	ns	noun: plural	50	ESDB
hectogram	hectograms	ns	noun: plural	60	ESDB
hectometer	hectometers	ns	noun: plural	60	ESDB
hectometre	hectometres	ns	noun: plural	60	ESDB
hector	hectored	vd	verb: past tense (-ed)	50	ESDB
hector	hectoring	vg	verb: present participle (-ing)	50	ESDB
hector	hectors	ms	noun/verb: (-s)	50	ESDB
hedge	hedge's	np	noun: possessive	35	ESDB
hedge	hedged	vd	verb: past tense (-ed)	35	ESDB
hedge	hedges	ms	noun/verb: (-s)	35	ESDB
hedge	hedging	vg	verb: present participle (-ing)	35	ESDB
hedgehog	hedgehog's	np	noun: possessive	35	ESDB
hedgehog	hedgehogs	ns	noun: plural	35	ESDB
hedgehop	hedgehopped	vd	verb: past tense (-ed)	60	ESDB
hedgehop	hedgehopping	vg	verb: present participle (-ing)	60	ESDB
hedgehop	hedgehops	vs	verb: present tense (-s)	60	ESDB
hedger	hedger's	np	noun: possessive	60	ESDB
hedger	hedgers	ns	noun: plural	60	ESDB
hedgerow	hedgerows	ns	noun: plural	50	ESDB
hedonist	hedonist's	np	noun: possessive	40	ESDB
hedonist	hedonists	ns	noun: plural	40	ESDB
heed	heeded	vd	verb: past tense (-ed)	35	ESDB
heed	heeding	vg	verb: present participle (-ing)	35	ESDB
heed	heeds	vs	verb: present tense (-s)	35	ESDB
heehaw	heehawed	vd	verb: past tense (-ed)	50	ESDB
heehaw	heehawing	vg	verb: present participle (-ing)	50	ESDB
heehaw	heehaws	ns	noun: plural	50	ESDB
heehaw	heehaws	vs	verb: present tense (-s)	50	ESDB
heel	heel's	np	noun: possessive	35	ESDB
heel	heeled	vd	verb: past tense (-ed)	35	ESDB
heel	heeling	vg	verb: present participle (-ing)	35	ESDB
heel	heels	ms	noun/verb: (-s)	35	ESDB
heft	hefted	vd	verb: past tense (-ed)	50	ESDB
heft	hefting	vg	verb: present participle (-ing)	50	ESDB
heft	hefts	vs	verb: present tense (-s)	50	ESDB
hefty	heftier	aj1	adjective: comparative (-er)	35	ESDB
hefty	heftiest	aj2	adjective: superlative (-est)	35	ESDB
hegemony	hegemony's	np	noun: possessive	50	ESDB
hegira	hegiras	ns	noun: plural	60	ESDB
heifer	heifer's	np	noun: possessive	35	ESDB
heifer	heifers	ns	noun: plural	35	ESDB
height	heights	ns	noun: plural	35	ESDB
heighten	heightened	vd	verb: past tense (-ed)	35	ESDB
heighten	heightening	vg	verb: present participle (-ing)	35	ESDB
heighten	heightens	vs	verb: present tense (-s)	35	ESDB
heir	heir's	np	noun: possessive	35	ESDB
heir	heirs	ns	noun: plural	35	ESDB
heiress	heiress's	np	noun: possessive	40	ESDB
heiress	heiresses	ns	noun: plural	40	ESDB
heirloom	heirlooms	ns	noun: plural	35	ESDB
heist	heisted	vd	verb: past tense (-ed)	40	ESDB
heist	heisting	vg	verb: present participle (-ing)	40	ESDB
heist	heists	ms	noun/verb: (-s)	40	ESDB
helicopter	helicopter's	np	noun: possessive	35	ESDB
helicopter	helicoptered	vd	verb: past tense (-ed)	35	ESDB
helicopter	helicoptering	vg	verb: present participle (-ing)	35	ESDB
helicopter	helicopters	ms	noun/verb: (-s)	35	ESDB
heliotrope	heliotropes	ns	noun: plural	50	ESDB
helipad	helipads	ns	noun: plural	60	ESDB
heliport	heliports	ns	noun: plural	35	ESDB
helium	helium's	np	noun: possessive	35	ESDB
helix	helices	ns	noun: plural	50	ESDB
hell	hell's	np	noun: possessive	35	ESDB
hellcat	hellcat's	np	noun: possessive	60	ESDB
hellcat	hellcats	ns	noun: plural	60	ESDB
hellhole	hellholes	ns	noun: plural	50	ESDB
hellion	hellion's	np	noun: possessive	50	ESDB
hellion	hellions	ns	noun: plural	50	ESDB
hello	hellos	ns	noun: plural	35	ESDB
helm	helm's	np	noun: possessive	35	ESDB
helm	helms	ns	noun: plural	35	ESDB
helmet	helmet's	np	noun: possessive	35	ESDB
helmet	helmets	ns	noun: plural	35	ESDB
helmsman	helmsman's	np	noun: possessive	50	ESDB
helmsman	helmsmen	ns	noun: plural	50	ESDB
helmsman	helmsmen's	nsp	noun: plural possessive	50	ESDB
helot	helot's	np	noun: possessive	50	ESDB
helot	helots	ns	noun: plural	50	ESDB
help	help's	np	noun: possessive	35	ESDB
help	helped	vd	verb: past tense (-ed)	35	ESDB
help	helping	vg	verb: present participle (-ing)	35	ESDB
help	helps	ms	noun/verb: (-s)	35	ESDB
helper	helper's	np	noun: possessive	35	ESDB
helper	helpers	ns	noun: plural	35	ESDB
helping	helpings	ns	noun: plural	35	ESDB
helpline	helplines	ns	noun: plural	50	ESDB
helpmate	helpmate's	np	noun: possessive	50	ESDB
helpmate	helpmates	ns	noun: plural	50	ESDB
helve	helves	ns	noun: plural	60	ESDB
hem	hemmed	vd	verb: past tense (-ed)	35	ESDB
hem	hemming	vg	verb: present participle (-ing)	35	ESDB
hem	hems	ms	noun/verb: (-s)	35	ESDB
hematologist	hematologist's	np	noun: possessive	50	ESDB
hematologist	hematologists	ns	noun: plural	50	ESDB
hemisphere	hemisphere's	np	noun: possessive	35	ESDB
hemisphere	hemispheres	ns	noun: plural	35	ESDB
hemline	hemlines	ns	noun: plural	40	ESDB
hemlock	hemlocks	ns	noun: plural	35	ESDB
hemmer	hemmers	ns	noun: plural	60	ESDB
hemophiliac	hemophiliac's	np	noun: possessive	40	ESDB
hemophiliac	hemophiliacs	ns	noun: plural	40	ESDB
hemorrhage	hemorrhaged	vd	verb: past tense (-ed)	35	ESDB
hemorrhage	hemorrhages	ms	noun/verb: (-s)	35	ESDB
hemorrhage	hemorrhaging	vg	verb: present participle (-ing)	35	ESDB
hemorrhoid	hemorrhoids	ns	noun: plural	50	ESDB
hemostat	hemostats	ns	noun: plural	60	ESDB
hemp	hemp's	np	noun: possessive	35	ESDB
hemstitch	hemstitched	vd	verb: past tense (-ed)	50	ESDB
hemstitch	hemstitches	ms	noun/verb: (-s)	50	ESDB
hemstitch	hemstitching	vg	verb: present participle (-ing)	50	ESDB
hen	hen's	np	noun: possessive	35	ESDB
hen	hens	ns	noun: plural	35	ESDB
henchman	henchman's	np	noun: possessive	35	ESDB
henchman	henchmen	ns	noun: plural	35	ESDB
henchman	henchmen's	nsp	noun: plural possessive	35	ESDB
henhouse	henhouses	ns	noun: plural	60	ESDB
henna	hennaed	vd	verb: past tense (-ed)	50	ESDB
henna	hennaing	vg	verb: present participle (-ing)	50	ESDB
henna	hennas	vs	verb: present tense (-s)	50	ESDB
henpeck	henpecked	vd	verb: past tense (-ed)	50	ESDB
henpeck	henpecking	vg	verb: present participle (-ing)	50	ESDB
henpeck	henpecks	vs	verb: present tense (-s)	50	ESDB
hepatocyte	hepatocytes	ns	noun: plural	60	ESDB
heptagon	heptagons	ns	noun: plural	50	ESDB
heptathlon	heptathlons	ns	noun: plural	60	ESDB
herald	herald's	np	noun: possessive	35	ESDB
herald	heralded	vd	verb: past tense (-ed)	35	ESDB
herald	heralding	vg	verb: present participle (-ing)	35	ESDB
herald	heralds	ms	noun/verb: (-s)	35	ESDB
herb	herb's	np	noun: possessive	35	ESDB
herb	herbs	ns	noun: plural	35	ESDB
herbal	herbals	ns	noun: plural	60	ESDB
herbalist	herbalist's	np	noun: possessive	50	ESDB
herbalist	herbalists	ns	noun: plural	50	ESDB
herbicide	herbicides	ns	noun: plural	50	ESDB
herbivore	herbivore's	np	noun: possessive	40	ESDB
herbivore	herbivores	ns	noun: plural	40	ESDB
herd	herd's	np	noun: possessive	35	ESDB
herd	herded	vd	verb: past tense (-ed)	35	ESDB
herd	herding	vg	verb: present participle (-ing)	35	ESDB
herd	herds	ms	noun/verb: (-s)	35	ESDB
herder	herder's	np	noun: possessive	50	ESDB
herder	herders	ns	noun: plural	50	ESDB
herdsman	herdsman's	np	noun: possessive	50	ESDB
herdsman	herdsmen	ns	noun: plural	50	ESDB
herdsman	herdsmen's	nsp	noun: plural possessive	50	ESDB
hereafter	hereafters	ns	noun: plural	35	ESDB
heresy	heresies	ns	noun: plural	35	ESDB
heretic	heretic's	np	noun: possessive	35	ESDB
heretic	heretics	ns	noun: plural	35	ESDB
heritage	heritages	ns	noun: plural	35	ESDB
hermaphrodite	hermaphrodite's	np	noun: possessive	50	ESDB
hermaphrodite	hermaphrodites	ns	noun: plural	50	ESDB
hermit	hermit's	np	noun: possessive	35	ESDB
hermit	hermits	ns	noun: plural	35	ESDB
hermitage	hermitages	ns	noun: plural	50	ESDB
hernia	hernias	ns	noun: plural	35	ESDB
herniate	herniated	vd	verb: past tense (-ed)	60	ESDB
herniate	herniates	vs	verb: present tense (-s)	60	ESDB
herniate	herniating	vg	verb: present participle (-ing)	60	ESDB
hero	hero's	np	noun: possessive	35	ESDB
hero	heroes	ns	noun: plural	35	ESDB
heroin	heroin's	np	noun: possessive	35	ESDB
heroin	heroins	ns	noun: plural	35	ESDB
