word	key	frequency_level	spelling_region	pos_code	lemma	source
Spears	spears	50	通用	n0	Spears	ESDB
Spears's	spears's	50	通用	np	Spears	ESDB
Speer	speer	50	通用	n0	Speer	ESDB
Speer's	speer's	50	通用	np	Speer	ESDB
Spence	spence	50	通用	n0	Spence	ESDB
Spence's	spence's	50	通用	np	Spence	ESDB
Spencer	spencer	50	通用	n0	Spencer	ESDB
Spencer's	spencer's	50	通用	np	Spencer	ESDB
Spencerian	spencerian	50	通用	n0	Spencerian	ESDB
Spencerian's	spencerian's	50	通用	np	Spencerian	ESDB
Spengler	spengler	50	通用	n0	Spengler	ESDB
Spengler's	spengler's	50	通用	np	Spengler	ESDB
Spenglerian	spenglerian	50	通用	aj0	Spenglerian	ESDB
Spenser	spenser	50	通用	n0	Spenser	ESDB
Spenser's	spenser's	50	通用	np	Spenser	ESDB
Spenserian	spenserian	50	通用	aj0	Spenserian	ESDB
Sperry	sperry	50	通用	n0	Sperry	ESDB
Sperry's	sperry's	50	通用	np	Sperry	ESDB
Sphinx	sphinx	50	通用	n0	Sphinx	ESDB
Sphinx's	sphinx's	50	通用	np	Sphinx	ESDB
Spica	spica	50	通用	n0	Spica	ESDB
Spica's	spica's	50	通用	np	Spica	ESDB
Spielberg	spielberg	50	通用	n0	Spielberg	ESDB
Spielberg's	spielberg's	50	通用	np	Spielberg	ESDB
Spillane	spillane	50	通用	n0	Spillane	ESDB
Spillane's	spillane's	50	通用	np	Spillane	ESDB
Spinoza	spinoza	50	通用	n0	Spinoza	ESDB
Spinoza's	spinoza's	50	通用	np	Spinoza	ESDB
Spinx	spinx	50	通用	n0	Spinx	ESDB
Spinx's	spinx's	50	通用	np	Spinx	ESDB
Spiro	spiro	50	通用	n0	Spiro	ESDB
Spiro's	spiro's	50	通用	np	Spiro	ESDB
Spirograph	spirograph	50	通用	n0	Spirograph	ESDB
Spirograph's	spirograph's	50	通用	np	Spirograph	ESDB
Spitsbergen	spitsbergen	50	通用	n0	Spitsbergen	ESDB
Spitsbergen's	spitsbergen's	50	通用	np	Spitsbergen	ESDB
Spitz	spitz	50	通用	n0	Spitz	ESDB
Spitz's	spitz's	50	通用	np	Spitz	ESDB
Spock	spock	50	通用	n0	Spock	ESDB
Spock's	spock's	50	通用	np	Spock	ESDB
Spokane	spokane	50	通用	n0	Spokane	ESDB
Spokane's	spokane's	50	通用	np	Spokane	ESDB
Springfield	springfield	50	通用	n0	Springfield	ESDB
Springfield's	springfield's	50	通用	np	Springfield	ESDB
Springsteen	springsteen	50	通用	n0	Springsteen	ESDB
Springsteen's	springsteen's	50	通用	np	Springsteen	ESDB
Sprint	sprint	50	通用	n0	Sprint	ESDB
Sprint's	sprint's	50	通用	np	Sprint	ESDB
Sprite	sprite	50	通用	n0	Sprite	ESDB
Sprite's	sprite's	50	通用	np	Sprite	ESDB
Sputnik	sputnik	50	通用	n0	Sputnik	ESDB
Sputnik's	sputnik's	50	通用	np	Sputnik	ESDB
SQL	sql	50	通用	abbr	SQL	ESDB
SQLite	sqlite	50	通用	n0	SQLite	ESDB
SQLite's	sqlite's	50	通用	np	SQLite	ESDB
Squanto	squanto	50	通用	n0	Squanto	ESDB
Squanto's	squanto's	50	通用	np	Squanto	ESDB
Squibb	squibb	50	通用	n0	Squibb	ESDB
Squibb's	squibb's	50	通用	np	Squibb	ESDB
Sr	sr	50	通用	n0	Sr	ESDB
Srinagar	srinagar	50	通用	n0	Srinagar	ESDB
Srinagar's	srinagar's	50	通用	np	Srinagar	ESDB
Srivijaya	srivijaya	50	通用	n0	Srivijaya	ESDB
Srivijaya's	srivijaya's	50	通用	np	Srivijaya	ESDB
SRO	sro	50	通用	n0	SRO	ESDB
SS	ss	50	通用	n0	SS	ESDB
SS's	ss's	50	通用	np	SS	ESDB
SST	sst	50	通用	n0	SST	ESDB
Stacey	stacey	50	通用	n0	Stacey	ESDB
Stacey's	stacey's	50	通用	np	Stacey	ESDB
Staci	staci	50	通用	n0	Staci	ESDB
Staci's	staci's	50	通用	np	Staci	ESDB
Stacie	stacie	50	通用	n0	Stacie	ESDB
Stacie's	stacie's	50	通用	np	Stacie	ESDB
Stacy	stacy	50	通用	n0	Stacy	ESDB
Stacy's	stacy's	50	通用	np	Stacy	ESDB
Stael	stael	50	通用	n0	Stael	ESDB
Stael's	stael's	50	通用	np	Stael	ESDB
Stafford	stafford	50	通用	n0	Stafford	ESDB
Stafford's	stafford's	50	通用	np	Stafford	ESDB
StairMaster	stairmaster	50	通用	n0	StairMaster	ESDB
StairMaster's	stairmaster's	50	通用	np	StairMaster	ESDB
Stalin	stalin	50	通用	n0	Stalin	ESDB
Stalin's	stalin's	50	通用	np	Stalin	ESDB
Stalingrad	stalingrad	50	通用	n0	Stalingrad	ESDB
Stalingrad's	stalingrad's	50	通用	np	Stalingrad	ESDB
Stalinist	stalinist	50	通用	aj0;n0	Stalinist	ESDB
Stalinist's	stalinist's	50	通用	np	Stalinist	ESDB
Stallone	stallone	50	通用	n0	Stallone	ESDB
Stallone's	stallone's	50	通用	np	Stallone	ESDB
Stamford	stamford	50	通用	n0	Stamford	ESDB
Stamford's	stamford's	50	通用	np	Stamford	ESDB
Stan	stan	50	通用	n0	Stan	ESDB
Stan's	stan's	50	通用	np	Stan	ESDB
Standish	standish	50	通用	n0	Standish	ESDB
Standish's	standish's	50	通用	np	Standish	ESDB
Stanford	stanford	50	通用	n0	Stanford	ESDB
Stanford's	stanford's	50	通用	np	Stanford	ESDB
Stanislavsky	stanislavsky	50	通用	n0	Stanislavsky	ESDB
Stanislavsky's	stanislavsky's	50	通用	np	Stanislavsky	ESDB
Stanley	stanley	50	通用	n0	Stanley	ESDB
Stanley's	stanley's	50	通用	np	Stanley	ESDB
Stanton	stanton	50	通用	n0	Stanton	ESDB
Stanton's	stanton's	50	通用	np	Stanton	ESDB
Staples	staples	50	通用	n0	Staples	ESDB
Staples's	staples's	50	通用	np	Staples	ESDB
Starbucks	starbucks	50	通用	n0	Starbucks	ESDB
Starbucks's	starbucks's	50	通用	np	Starbucks	ESDB
Stark	stark	50	通用	n0	Stark	ESDB
Stark's	stark's	50	通用	np	Stark	ESDB
Starkey	starkey	50	通用	n0	Starkey	ESDB
Starkey's	starkey's	50	通用	np	Starkey	ESDB
Starr	starr	50	通用	n0	Starr	ESDB
Starr's	starr's	50	通用	np	Starr	ESDB
Staten	staten	50	通用	n0	Staten	ESDB
Staten's	staten's	50	通用	np	Staten	ESDB
Staubach	staubach	50	通用	n0	Staubach	ESDB
Staubach's	staubach's	50	通用	np	Staubach	ESDB
STD	std	50	通用	n0	STD	ESDB
STDs	stds	50	通用	ns	STD	ESDB
Steadicam	steadicam	50	通用	n0	Steadicam	ESDB
Steadicam's	steadicam's	50	通用	np	Steadicam	ESDB
Steele	steele	50	通用	n0	Steele	ESDB
Steele's	steele's	50	通用	np	Steele	ESDB
Stefan	stefan	50	通用	n0	Stefan	ESDB
Stefan's	stefan's	50	通用	np	Stefan	ESDB
Stefanie	stefanie	50	通用	n0	Stefanie	ESDB
Stefanie's	stefanie's	50	通用	np	Stefanie	ESDB
Stein	stein	50	通用	n0	Stein	ESDB
Stein's	stein's	50	通用	np	Stein	ESDB
Steinbeck	steinbeck	50	通用	n0	Steinbeck	ESDB
Steinbeck's	steinbeck's	50	通用	np	Steinbeck	ESDB
Steinem	steinem	50	通用	n0	Steinem	ESDB
Steinem's	steinem's	50	通用	np	Steinem	ESDB
Steiner	steiner	50	通用	n0	Steiner	ESDB
Steiner's	steiner's	50	通用	np	Steiner	ESDB
Steinmetz	steinmetz	50	通用	n0	Steinmetz	ESDB
Steinmetz's	steinmetz's	50	通用	np	Steinmetz	ESDB
Steinway	steinway	50	通用	n0	Steinway	ESDB
Steinway's	steinway's	50	通用	np	Steinway	ESDB
Stella	stella	50	通用	n0	Stella	ESDB
Stella's	stella's	50	通用	np	Stella	ESDB
Stendhal	stendhal	50	通用	n0	Stendhal	ESDB
Stendhal's	stendhal's	50	通用	np	Stendhal	ESDB
Stengel	stengel	50	通用	n0	Stengel	ESDB
Stengel's	stengel's	50	通用	np	Stengel	ESDB
Stephan	stephan	50	通用	n0	Stephan	ESDB
Stephan's	stephan's	50	通用	np	Stephan	ESDB
Stephanie	stephanie	50	通用	n0	Stephanie	ESDB
Stephanie's	stephanie's	50	通用	np	Stephanie	ESDB
Stephen	stephen	50	通用	n0	Stephen	ESDB
Stephen's	stephen's	50	通用	np	Stephen	ESDB
Stephens	stephens	50	通用	n0	Stephens	ESDB
Stephens's	stephens's	50	通用	np	Stephens	ESDB
Stephenson	stephenson	50	通用	n0	Stephenson	ESDB
Stephenson's	stephenson's	50	通用	np	Stephenson	ESDB
Sterling	sterling	50	通用	n0	Sterling	ESDB
Sterling's	sterling's	50	通用	np	Sterling	ESDB
Stern	stern	50	通用	n0	Stern	ESDB
Stern's	stern's	50	通用	np	Stern	ESDB
Sterne	sterne	50	通用	n0	Sterne	ESDB
Sterne's	sterne's	50	通用	np	Sterne	ESDB
Sterno	sterno	50	通用	n0	Sterno	ESDB
Sterno's	sterno's	50	通用	np	Sterno	ESDB
Stetson	stetson	50	通用	n0	Stetson	ESDB
Stetson's	stetson's	50	通用	np	Stetson	ESDB
Steuben	steuben	50	通用	n0	Steuben	ESDB
Steuben's	steuben's	50	通用	np	Steuben	ESDB
Steve	steve	50	通用	n0	Steve	ESDB
Steve's	steve's	50	通用	np	Steve	ESDB
Steven	steven	50	通用	n0	Steven	ESDB
Steven's	steven's	50	通用	np	Steven	ESDB
Stevens	stevens	50	通用	n0	Stevens	ESDB
Stevens's	stevens's	50	通用	np	Stevens	ESDB
Stevenson	stevenson	50	通用	n0	Stevenson	ESDB
Stevenson's	stevenson's	50	通用	np	Stevenson	ESDB
Stevie	stevie	50	通用	n0	Stevie	ESDB
Stevie's	stevie's	50	通用	np	Stevie	ESDB
Stewart	stewart	50	通用	n0	Stewart	ESDB
Stewart's	stewart's	50	通用	np	Stewart	ESDB
Stieglitz	stieglitz	50	通用	n0	Stieglitz	ESDB
Stieglitz's	stieglitz's	50	通用	np	Stieglitz	ESDB
Stilton	stilton	50	通用	n0	Stilton	ESDB
Stilton's	stilton's	50	通用	np	Stilton	ESDB
Stimson	stimson	50	通用	n0	Stimson	ESDB
Stimson's	stimson's	50	通用	np	Stimson	ESDB
Stine	stine	50	通用	n0	Stine	ESDB
Stine's	stine's	50	通用	np	Stine	ESDB
Stirling	stirling	50	通用	n0	Stirling	ESDB
Stirling's	stirling's	50	通用	np	Stirling	ESDB
Stockhausen	stockhausen	50	通用	n0	Stockhausen	ESDB
Stockhausen's	stockhausen's	50	通用	np	Stockhausen	ESDB
Stockholm	stockholm	50	通用	n0	Stockholm	ESDB
Stockholm's	stockholm's	50	通用	np	Stockholm	ESDB
Stockton	stockton	50	通用	n0	Stockton	ESDB
Stockton's	stockton's	50	通用	np	Stockton	ESDB
Stoic	stoic	50	通用	aj0;n0	Stoic	ESDB
Stoic's	stoic's	50	通用	np	Stoic	ESDB
Stoicism	stoicism	50	通用	n0	Stoicism	ESDB
Stoicism's	stoicism's	50	通用	np	Stoicism	ESDB
Stokes	stokes	50	通用	n0	Stokes	ESDB
Stokes's	stokes's	50	通用	np	Stokes	ESDB
Stolichnaya	stolichnaya	50	通用	n0	Stolichnaya	ESDB
Stolichnaya's	stolichnaya's	50	通用	np	Stolichnaya	ESDB
Stolypin	stolypin	50	通用	n0	Stolypin	ESDB
Stolypin's	stolypin's	50	通用	np	Stolypin	ESDB
Stone	stone	50	通用	n0	Stone	ESDB
Stone's	stone's	50	通用	np	Stone	ESDB
Stonehenge	stonehenge	50	通用	n0	Stonehenge	ESDB
Stonehenge's	stonehenge's	50	通用	np	Stonehenge	ESDB
Stoppard	stoppard	50	通用	n0	Stoppard	ESDB
Stoppard's	stoppard's	50	通用	np	Stoppard	ESDB
Stout	stout	50	通用	n0	Stout	ESDB
Stout's	stout's	50	通用	np	Stout	ESDB
Stowe	stowe	50	通用	n0	Stowe	ESDB
Stowe's	stowe's	50	通用	np	Stowe	ESDB
Strabo	strabo	50	通用	n0	Strabo	ESDB
Strabo's	strabo's	50	通用	np	Strabo	ESDB
Stradivarius	stradivarius	50	通用	n0	Stradivarius	ESDB
Stradivarius's	stradivarius's	50	通用	np	Stradivarius	ESDB
Strasbourg	strasbourg	50	通用	n0	Strasbourg	ESDB
Strasbourg's	strasbourg's	50	通用	np	Strasbourg	ESDB
Strauss	strauss	50	通用	n0	Strauss	ESDB
Strauss's	strauss's	50	通用	np	Strauss	ESDB
Stravinsky	stravinsky	50	通用	n0	Stravinsky	ESDB
Stravinsky's	stravinsky's	50	通用	np	Stravinsky	ESDB
Streisand	streisand	50	通用	n0	Streisand	ESDB
Streisand's	streisand's	50	通用	np	Streisand	ESDB
Strickland	strickland	50	通用	n0	Strickland	ESDB
Strickland's	strickland's	50	通用	np	Strickland	ESDB
Strindberg	strindberg	50	通用	n0	Strindberg	ESDB
Strindberg's	strindberg's	50	通用	np	Strindberg	ESDB
Stromboli	stromboli	50	通用	n0	Stromboli	ESDB
Stromboli's	stromboli's	50	通用	np	Stromboli	ESDB
Strong	strong	50	通用	n0	Strong	ESDB
Strong's	strong's	50	通用	np	Strong	ESDB
Stu	stu	50	通用	n0	Stu	ESDB
Stu's	stu's	50	通用	np	Stu	ESDB
Stuart	stuart	50	通用	n0	Stuart	ESDB
Stuart's	stuart's	50	通用	np	Stuart	ESDB
Studebaker	studebaker	50	通用	n0	Studebaker	ESDB
Studebaker's	studebaker's	50	通用	np	Studebaker	ESDB
Stuttgart	stuttgart	50	通用	n0	Stuttgart	ESDB
Stuttgart's	stuttgart's	50	通用	np	Stuttgart	ESDB
Stuyvesant	stuyvesant	50	通用	n0	Stuyvesant	ESDB
Stuyvesant's	stuyvesant's	50	通用	np	Stuyvesant	ESDB
Stygian	stygian	50	通用	aj0	Stygian	ESDB
Styron	styron	50	通用	n0	Styron	ESDB
Styron's	styron's	50	通用	np	Styron	ESDB
Styx	styx	50	通用	n0	Styx	ESDB
Styx's	styx's	50	通用	np	Styx	ESDB
Suarez	suarez	50	通用	n0	Suarez	ESDB
Suarez's	suarez's	50	通用	np	Suarez	ESDB
Subaru	subaru	50	通用	n0	Subaru	ESDB
Subaru's	subaru's	50	通用	np	Subaru	ESDB
Sucre	sucre	50	通用	n0	Sucre	ESDB
Sucre's	sucre's	50	通用	np	Sucre	ESDB
Sucrets	sucrets	50	通用	n0	Sucrets	ESDB
Sucrets's	sucrets's	50	通用	np	Sucrets	ESDB
Sudan	sudan	50	通用	n0	Sudan	ESDB
Sudan's	sudan's	50	通用	np	Sudan	ESDB
Sudanese	sudanese	50	通用	aj0;n0	Sudanese	ESDB
Sudanese's	sudanese's	50	通用	np	Sudanese	ESDB
Sudetenland	sudetenland	50	通用	n0	Sudetenland	ESDB
Sudetenland's	sudetenland's	50	通用	np	Sudetenland	ESDB
Sudoku	sudoku	50	通用	n0	Sudoku	ESDB
Sudoku's	sudoku's	50	通用	np	Sudoku	ESDB
Sudra	sudra	50	通用	n0	Sudra	ESDB
Sudra's	sudra's	50	通用	np	Sudra	ESDB
Sue	sue	50	通用	n0	Sue	ESDB
Sue's	sue's	50	通用	np	Sue	ESDB
Suetonius	suetonius	50	通用	n0	Suetonius	ESDB
Suetonius's	suetonius's	50	通用	np	Suetonius	ESDB
Suez	suez	50	通用	n0	Suez	ESDB
Suez's	suez's	50	通用	np	Suez	ESDB
Suffolk	suffolk	50	通用	n0	Suffolk	ESDB
Suffolk's	suffolk's	50	通用	np	Suffolk	ESDB
Sufi	sufi	50	通用	aj0;n0	Sufi	ESDB
Sufi's	sufi's	50	通用	np	Sufi	ESDB
Sufism	sufism	50	通用	n0	Sufism	ESDB
Sufism's	sufism's	50	通用	np	Sufism	ESDB
Suharto	suharto	50	通用	n0	Suharto	ESDB
Suharto's	suharto's	50	通用	np	Suharto	ESDB
Sui	sui	50	通用	n0	Sui	ESDB
Sui's	sui's	50	通用	np	Sui	ESDB
Sukarno	sukarno	50	通用	n0	Sukarno	ESDB
Sukarno's	sukarno's	50	通用	np	Sukarno	ESDB
Sulawesi	sulawesi	50	通用	n0	Sulawesi	ESDB
Sulawesi's	sulawesi's	50	通用	np	Sulawesi	ESDB
Suleiman	suleiman	50	通用	n0	Suleiman	ESDB
Suleiman's	suleiman's	50	通用	np	Suleiman	ESDB
Sulla	sulla	50	通用	n0	Sulla	ESDB
Sulla's	sulla's	50	通用	np	Sulla	ESDB
Sullivan	sullivan	50	通用	n0	Sullivan	ESDB
Sullivan's	sullivan's	50	通用	np	Sullivan	ESDB
Sumatra	sumatra	50	通用	n0	Sumatra	ESDB
Sumatra's	sumatra's	50	通用	np	Sumatra	ESDB
Sumeria	sumeria	50	通用	n0	Sumeria	ESDB
Sumeria's	sumeria's	50	通用	np	Sumeria	ESDB
Sumerian	sumerian	50	通用	aj0;n0	Sumerian	ESDB
Sumerian's	sumerian's	50	通用	np	Sumerian	ESDB
Summer	summer	50	通用	n0	Summer	ESDB
Summer's	summer's	50	通用	np	Summer	ESDB
Summers	summers	50	通用	n0	Summers	ESDB
Summers's	summers's	50	通用	np	Summers	ESDB
Sumner	sumner	50	通用	n0	Sumner	ESDB
Sumner's	sumner's	50	通用	np	Sumner	ESDB
Sumter	sumter	50	通用	n0	Sumter	ESDB
Sumter's	sumter's	50	通用	np	Sumter	ESDB
Sunbeam	sunbeam	50	通用	n0	Sunbeam	ESDB
Sunbeam's	sunbeam's	50	通用	np	Sunbeam	ESDB
Sunbelt	sunbelt	50	通用	n0	Sunbelt	ESDB
Sunbelt's	sunbelt's	50	通用	np	Sunbelt	ESDB
Sundanese	sundanese	50	通用	n0	Sundanese	ESDB
Sundanese's	sundanese's	50	通用	np	Sundanese	ESDB
Sundas	sundas	50	通用	n0	Sundas	ESDB
Sundas's	sundas's	50	通用	np	Sundas	ESDB
Sung	sung	50	通用	n0	Sung	ESDB
Sung's	sung's	50	通用	np	Sung	ESDB
Sunkist	sunkist	50	通用	n0	Sunkist	ESDB
Sunkist's	sunkist's	50	通用	np	Sunkist	ESDB
Sunni	sunni	50	通用	n0	Sunni	ESDB
Sunni's	sunni's	50	通用	np	Sunni	ESDB
Sunnyvale	sunnyvale	50	通用	n0	Sunnyvale	ESDB
Sunnyvale's	sunnyvale's	50	通用	np	Sunnyvale	ESDB
Superbowl	superbowl	50	通用	n0	Superbowl	ESDB
Superbowl's	superbowl's	50	通用	np	Superbowl	ESDB
Superfund	superfund	50	通用	n0	Superfund	ESDB
Superfund's	superfund's	50	通用	np	Superfund	ESDB
Superglue	superglue	50	通用	n0	Superglue	ESDB
Superglue's	superglue's	50	通用	np	Superglue	ESDB
Superior	superior	50	通用	n0	Superior	ESDB
Superior's	superior's	50	通用	np	Superior	ESDB
Superman	superman	50	通用	n0	Superman	ESDB
Superman's	superman's	50	通用	np	Superman	ESDB
Surabaya	surabaya	50	通用	n0	Surabaya	ESDB
Surabaya's	surabaya's	50	通用	np	Surabaya	ESDB
Surat	surat	50	通用	n0	Surat	ESDB
Surat's	surat's	50	通用	np	Surat	ESDB
Suriname	suriname	50	通用	n0	Suriname	ESDB
Surya	surya	50	通用	n0	Surya	ESDB
Surya's	surya's	50	通用	np	Surya	ESDB
Susan	susan	50	通用	n0	Susan	ESDB
Susan's	susan's	50	通用	np	Susan	ESDB
Susana	susana	50	通用	n0	Susana	ESDB
Susana's	susana's	50	通用	np	Susana	ESDB
Susanna	susanna	50	通用	n0	Susanna	ESDB
Susanna's	susanna's	50	通用	np	Susanna	ESDB
Susanne	susanne	50	通用	n0	Susanne	ESDB
Susanne's	susanne's	50	通用	np	Susanne	ESDB
SUSE	suse	50	通用	n0	SUSE	ESDB
SUSE's	suse's	50	通用	np	SUSE	ESDB
Susie	susie	50	通用	n0	Susie	ESDB
Susie's	susie's	50	通用	np	Susie	ESDB
Susquehanna	susquehanna	50	通用	n0	Susquehanna	ESDB
Susquehanna's	susquehanna's	50	通用	np	Susquehanna	ESDB
Sussex	sussex	50	通用	n0	Sussex	ESDB
Sussex's	sussex's	50	通用	np	Sussex	ESDB
Sutherland	sutherland	50	通用	n0	Sutherland	ESDB
Sutherland's	sutherland's	50	通用	np	Sutherland	ESDB
Sutton	sutton	50	通用	n0	Sutton	ESDB
Sutton's	sutton's	50	通用	np	Sutton	ESDB
SUV	suv	50	通用	n0	SUV	ESDB
Suva	suva	50	通用	n0	Suva	ESDB
Suva's	suva's	50	通用	np	Suva	ESDB
Suwanee	suwanee	50	通用	n0	Suwanee	ESDB
Suwanee's	suwanee's	50	通用	np	Suwanee	ESDB
Suzanne	suzanne	50	通用	n0	Suzanne	ESDB
Suzanne's	suzanne's	50	通用	np	Suzanne	ESDB
Suzette	suzette	50	通用	n0	Suzette	ESDB
Suzette's	suzette's	50	通用	np	Suzette	ESDB
Suzhou	suzhou	50	通用	n0	Suzhou	ESDB
Suzhou's	suzhou's	50	通用	np	Suzhou	ESDB
Suzuki	suzuki	50	通用	n0	Suzuki	ESDB
Suzuki's	suzuki's	50	通用	np	Suzuki	ESDB
Suzy	suzy	50	通用	n0	Suzy	ESDB
Suzy's	suzy's	50	通用	np	Suzy	ESDB
Svalbard	svalbard	50	通用	n0	Svalbard	ESDB
Svalbard's	svalbard's	50	通用	np	Svalbard	ESDB
Sven	sven	50	通用	n0	Sven	ESDB
Sven's	sven's	50	通用	np	Sven	ESDB
Svengali	svengali	50	通用	n0	Svengali	ESDB
Svengali's	svengali's	50	通用	np	Svengali	ESDB
SVN	svn	50	通用	n0	SVN	ESDB
SVN's	svn's	50	通用	np	SVN	ESDB
Swahili	swahili	50	通用	n0	Swahili	ESDB
Swahili's	swahili's	50	通用	np	Swahili	ESDB
Swammerdam	swammerdam	50	通用	n0	Swammerdam	ESDB
Swammerdam's	swammerdam's	50	通用	np	Swammerdam	ESDB
Swanee	swanee	50	通用	n0	Swanee	ESDB
Swanee's	swanee's	50	通用	np	Swanee	ESDB
Swansea	swansea	50	通用	n0	Swansea	ESDB
Swansea's	swansea's	50	通用	np	Swansea	ESDB
Swanson	swanson	50	通用	n0	Swanson	ESDB
Swanson's	swanson's	50	通用	np	Swanson	ESDB
SWAT	swat	50	通用	n0	SWAT	ESDB
Swazi	swazi	50	通用	aj0;n0	Swazi	ESDB
Swazi's	swazi's	50	通用	np	Swazi	ESDB
Swaziland	swaziland	50	通用	n0	Swaziland	ESDB
Swaziland's	swaziland's	50	通用	np	Swaziland	ESDB
Swede	swede	50	通用	n0	Swede	ESDB
Swede's	swede's	50	通用	np	Swede	ESDB
Sweden	sweden	50	通用	n0	Sweden	ESDB
Sweden's	sweden's	50	通用	np	Sweden	ESDB
Swedenborg	swedenborg	50	通用	n0	Swedenborg	ESDB
Swedenborg's	swedenborg's	50	通用	np	Swedenborg	ESDB
Swedes	swedes	50	通用	ns	Swede	ESDB
Swedish	swedish	50	通用	aj0;n0	Swedish	ESDB
Swedish's	swedish's	50	通用	np	Swedish	ESDB
Sweeney	sweeney	50	通用	n0	Sweeney	ESDB
Sweeney's	sweeney's	50	通用	np	Sweeney	ESDB
Sweet	sweet	50	通用	n0	Sweet	ESDB
Sweet's	sweet's	50	通用	np	Sweet	ESDB
Swift	swift	50	通用	n0	Swift	ESDB
Swift's	swift's	50	通用	np	Swift	ESDB
Swinburne	swinburne	50	通用	n0	Swinburne	ESDB
Swinburne's	swinburne's	50	通用	np	Swinburne	ESDB
Swissair	swissair	50	通用	n0	Swissair	ESDB
Swissair's	swissair's	50	通用	np	Swissair	ESDB
Switzerland	switzerland	50	通用	n0	Switzerland	ESDB
Switzerland's	switzerland's	50	通用	np	Switzerland	ESDB
Sybil	sybil	50	通用	n0	Sybil	ESDB
Sybil's	sybil's	50	通用	np	Sybil	ESDB
Sydney	sydney	50	通用	n0	Sydney	ESDB
Sydney's	sydney's	50	通用	np	Sydney	ESDB
Sykes	sykes	50	通用	n0	Sykes	ESDB
Sykes's	sykes's	50	通用	np	Sykes	ESDB
Sylvester	sylvester	50	通用	n0	Sylvester	ESDB
Sylvester's	sylvester's	50	通用	np	Sylvester	ESDB
Sylvia	sylvia	50	通用	n0	Sylvia	ESDB
Sylvia's	sylvia's	50	通用	np	Sylvia	ESDB
Sylvie	sylvie	50	通用	n0	Sylvie	ESDB
Sylvie's	sylvie's	50	通用	np	Sylvie	ESDB
Synge	synge	50	通用	n0	Synge	ESDB
Synge's	synge's	50	通用	np	Synge	ESDB
Syracuse	syracuse	50	通用	n0	Syracuse	ESDB
Syracuse's	syracuse's	50	通用	np	Syracuse	ESDB
Syria	syria	50	通用	n0	Syria	ESDB
Syria's	syria's	50	通用	np	Syria	ESDB
Syriac	syriac	50	通用	n0	Syriac	ESDB
Syriac's	syriac's	50	通用	np	Syriac	ESDB
Syrian	syrian	50	通用	aj0;n0	Syrian	ESDB
Syrian's	syrian's	50	通用	np	Syrian	ESDB
Syrians	syrians	50	通用	ns	Syrian	ESDB
Szilard	szilard	50	通用	n0	Szilard	ESDB
Szilard's	szilard's	50	通用	np	Szilard	ESDB
Szymborska	szymborska	50	通用	n0	Szymborska	ESDB
Szymborska's	szymborska's	50	通用	np	Szymborska	ESDB
Sèvres	sèvres	50	通用	n0	Sèvres	ESDB
Sèvres's	sèvres's	50	通用	np	Sèvres	ESDB
T'ang	t'ang	50	通用	n0	T'ang	ESDB
T'ang's	t'ang's	50	通用	np	T'ang	ESDB
Tabasco	tabasco	50	通用	n0	Tabasco	ESDB
Tabasco's	tabasco's	50	通用	np	Tabasco	ESDB
Tabatha	tabatha	50	通用	n0	Tabatha	ESDB
Tabatha's	tabatha's	50	通用	np	Tabatha	ESDB
Tabitha	tabitha	50	通用	n0	Tabitha	ESDB
Tabitha's	tabitha's	50	通用	np	Tabitha	ESDB
Tabriz	tabriz	50	通用	n0	Tabriz	ESDB
Tabriz's	tabriz's	50	通用	np	Tabriz	ESDB
Tacitus	tacitus	50	通用	n0	Tacitus	ESDB
Tacitus's	tacitus's	50	通用	np	Tacitus	ESDB
Tacoma	tacoma	50	通用	n0	Tacoma	ESDB
Tacoma's	tacoma's	50	通用	np	Tacoma	ESDB
Tad	tad	50	通用	n0	Tad	ESDB
Tad's	tad's	50	通用	np	Tad	ESDB
Tadzhik	tadzhik	50	通用	n0	Tadzhik	ESDB
Tadzhik's	tadzhik's	50	通用	np	Tadzhik	ESDB
Taegu	taegu	50	通用	n0	Taegu	ESDB
Taegu's	taegu's	50	通用	np	Taegu	ESDB
Taejon	taejon	50	通用	n0	Taejon	ESDB
Taejon's	taejon's	50	通用	np	Taejon	ESDB
Taft	taft	50	通用	n0	Taft	ESDB
Taft's	taft's	50	通用	np	Taft	ESDB
Tagalog	tagalog	50	通用	n0	Tagalog	ESDB
Tagalog's	tagalog's	50	通用	np	Tagalog	ESDB
Tagore	tagore	50	通用	n0	Tagore	ESDB
Tagore's	tagore's	50	通用	np	Tagore	ESDB
Tagus	tagus	50	通用	n0	Tagus	ESDB
Tagus's	tagus's	50	通用	np	Tagus	ESDB
Tahiti	tahiti	50	通用	n0	Tahiti	ESDB
Tahiti's	tahiti's	50	通用	np	Tahiti	ESDB
Tahitian	tahitian	50	通用	aj0;n0	Tahitian	ESDB
Tahitian's	tahitian's	50	通用	np	Tahitian	ESDB
Tahoe	tahoe	50	通用	n0	Tahoe	ESDB
Tahoe's	tahoe's	50	通用	np	Tahoe	ESDB
Taichung	taichung	50	通用	n0	Taichung	ESDB
Taichung's	taichung's	50	通用	np	Taichung	ESDB
Taine	taine	50	通用	n0	Taine	ESDB
Taine's	taine's	50	通用	np	Taine	ESDB
Taipei	taipei	50	通用	n0	Taipei	ESDB
Taipei's	taipei's	50	通用	np	Taipei	ESDB
