# 日文词汇等级（JLPT）。来源：tanos.co.uk 的 JLPT 词表（Jonathan Waller，CC BY），
# 经 elzup/jlpt-word-list（MIT，https://github.com/elzup/jlpt-word-list）整理为 CSV。
# 由 tools/corpus/levels.py 生成。格式：词\t等级；`# levels` 行是等级从易到难的顺序。
# levels	N5	N4	N3	N2	N1
遠慮	N4
適当	N4
選ぶ	N4
邪魔	N4
郊外	N4
部長	N4
都	N4
都合	N4
釣る	N4
鏡	N4
間	N4
間に合う	N4
間違える	N4
関係	N4
隅	N4
随分	N4
集まる	N4
集める	N4
雲	N4
電報	N4
電灯	N4
非常に	N4
音	N4
頑張る	N4
飛行場	N4
食事	N4
食料品	N4
飾る	N4
首	N4
駐車場	N4
騒ぐ	N4
驚く	N4
高校	N4
高校生	N4
高等学校	N4
髪	N4
鳴る	N4
あいにく	N3
あちこち	N3
あらゆる	N3
ありがとう	N3
あるいは	N3
あんなに	N3
あんまり	N3
いけない	N3
いずれ	N3
いたずら	N3
いただきます	N3
いつか	N3
いつでも	N3
いつのまにか	N3
いつまでも	N3
いらいら	N3
いらっしゃい	N3
いわゆる	N3
うがい	N3
うっかり	N3
うなる	N3
おめでとう	N3
およそ	N3
お互い	N3
お前	N3
お喋り	N3
お昼	N3
お洒落	N3
お目に掛かる	N3
お辞儀	N3
かなり	N3
かもしれない	N3
かゆい	N3
がっかり	N3
きちんと	N3
きつい	N3
ぐっすり	N3
けち	N3
ことによると	N3
こぼす	N3
こぼれる	N3
これら	N3
こんなに	N3
こんにちは	N3
ごめんなさい	N3
さっぱり	N3
さて	N3
ざっと	N3
しかも	N3
しきりに	N3
したがって	N3
しばしば	N3
しまった	N3
しゃべる	N3
じっと	N3
すくなくとも	N3
すっぱい	N3
すてき	N3
すなわち	N3
すみません	N3
すれ違う	N3
ずっと	N3
ずれる	N3
そこで	N3
そっくり	N3
そっと	N3
そのうえ	N3
そのうち	N3
そのまま	N3
それぞれ	N3
それでも	N3
それと	N3
それとも	N3
たしか	N3
ただ	N3
たっぷり	N3
たとえ	N3
たびたび	N3
たまらない	N3
だが	N3
だけど	N3
だって	N3
ちゃんと	N3
ちょうだい	N3
つまり	N3
できれば	N3
ですから	N3
と	N3
ところが	N3
ところで	N3
とにかく	N3
とんでもない	N3
どうしても	N3
どうぞよろしく	N3
どこか	N3
どんなに	N3
なお	N3
なぜなら	N3
なにも	N3
にっこり	N3
のんびり	N3
はあ	N3
はさみ	N3
ばったり	N3
ぴったり	N3
ふと	N3
ぶつかる	N3
ぶつける	N3
ほっと	N3
ほぼ	N3
ぼんやり	N3
まあ	N3
まさか	N3
まさに	N3
ますます	N3
まとまる	N3
まとめる	N3
まぶしい	N3
まるで	N3
もしかすると	N3
もしも	N3
もったいない	N3
やがて	N3
やや	N3
より	N3
よろしく	N3
わがまま	N3
わざと	N3
アイスクリーム	N3
アウト	N3
アップ	N3
アルバム	N3
アンケート	N3
イメージ	N3
インク	N3
インタビュー	N3
ウイスキー	N3
エネルギー	N3
エンジン	N3
オフィス	N3
カー	N3
カード	N3
キャプテン	N3
キャンプ	N3
クラシック	N3
クリスマス	N3
クリーム	N3
グラス	N3
グランド	N3
グループ	N3
ケース	N3
ゲーム	N3
コンテスト	N3
コーチ	N3
コード	N3
ゴール	N3
サイン	N3
サービス	N3
ショック	N3
ジェット機	N3
ジュース	N3
ジーンズ	N3
スイッチ	N3
スキー	N3
スケジュール	N3
スケート	N3
スタイル	N3
スタンド	N3
スター	N3
ストレス	N3
スピーチ	N3
スープ	N3
セット	N3
センター	N3
ソファー	N3
タイトル	N3
タイプライター	N3
タオル	N3
ダイヤ	N3
ダウン	N3
ダンス	N3
チャイム	N3
チャンス	N3
チーズ	N3
チーム	N3
テント	N3
デザイン	N3
デザート	N3
デモ	N3
データ	N3
デート	N3
トップ	N3
トラック	N3
トランプ	N3
トレーニング	N3
トン	N3
トンネル	N3
ドライブ	N3
ドラマ	N3
ドレス	N3
ノック	N3
ノー	N3
ハイキング	N3
ハンサム	N3
バイオリン	N3
バッグ	N3
バランス	N3
パイプ	N3
パイロット	N3
パス	N3
パスポート	N3
パーセント	N3
ビデオ	N3
ビール	N3
ピクニック	N3
ピン	N3
ブレーキ	N3
プラス	N3
プラスチック	N3
プラン	N3
プロ	N3
ベルト	N3
ベンチ	N3
ペンキ	N3
ホーム	N3
ボーイ	N3
ボート	N3
ボール	N3
マイク	N3
マイナス	N3
マスコミ	N3
マスター	N3
マッサージ	N3
ママ	N3
マーケット	N3
ミス	N3
ミルク	N3
メッセージ	N3
メモ	N3
メンバー	N3
ユーモア	N3
ヨット	N3
ヨーロッパ	N3
ライター	N3
ラケット	N3
ラベル	N3
ルール	N3
レベル	N3
ロケット	N3
ワイン	N3
一人一人	N3
一体	N3
一家	N3
一層	N3
一帯	N3
一度に	N3
一方	N3
一時	N3
一生	N3
一瞬	N3
一種	N3
一致	N3
一般	N3
一言	N3
万一	N3
上る	N3
上京	N3
上司	N3
上等	N3
上達	N3
下す	N3
下り	N3
不	N3
不利	N3
不可	N3
不安	N3
不平	N3
不幸	N3
不思議	N3
不正	N3
不満	N3
不自由	N3
不足	N3
不通	N3
与える	N3
世	N3
世の中	N3
世紀	N3
世間	N3
丘	N3
丘陵	N3
両替	N3
並	N3
中古	N3
中味	N3
中央	N3
中学	N3
中心	N3
中止	N3
中身	N3
丸	N3
主に	N3
主婦	N3
主張	N3
主義	N3
主要	N3
乗せる	N3
乗客	N3
乾かす	N3
乾燥	N3
予報	N3
予想	N3
予期	N3
予測	N3
予算	N3
予防	N3
争う	N3
事件	N3
事実	N3
事情	N3
互い	N3
亡くす	N3
交ざる	N3
交じる	N3
交ぜる	N3
交換	N3
交際	N3
享受	N3
人工	N3
人気	N3
人物	N3
人生	N3
人種	N3
人込み	N3
人間	N3
人類	N3
今に	N3
今にも	N3
今回	N3
今後	N3
仏	N3
仕様	N3
他	N3
他人	N3
付き合い	N3
付く	N3
付ける	N3
付合う	N3
代える	N3
代る	N3
代理	N3
代表	N3
代金	N3
以前	N3
以来	N3
仮定	N3
仲	N3
仲間	N3
件	N3
任せる	N3
企業	N3
休息	N3
休憩	N3
休暇	N3
会合	N3
会員	N3
会計	N3
伝わる	N3
伝統	N3
伝言	N3
伸ばす	N3
伸びる	N3
似合う	N3
位	N3
位置	N3
住	N3
住宅	N3
住民	N3
体温	N3
体育	N3
体重	N3
何か	N3
何で	N3
何でも	N3
何とか	N3
余分	N3
余裕	N3
作	N3
作品	N3
作家	N3
作曲	N3
作業	N3
作法	N3
作物	N3
使用	N3
例	N3
例え	N3
例外	N3
供	N3
供給	N3
依然	N3
依頼	N3
価値	N3
価格	N3
便	N3
便り	N3
係	N3
保存	N3
保証	N3
保護	N3
保障	N3
信じる	N3
信仰	N3
信号	N3
信用	N3
信頼	N3
修正	N3
修理	N3
修飾	N3
俳優	N3
個々	N3
個人	N3
倒す	N3
倒産	N3
候補	N3
借り	N3
借金	N3
値	N3
偉大	N3
停留所	N3
停電	N3
健康	N3
偶	N3
偶々	N3
偶然	N3
備える	N3
傷	N3
傷める	N3
傾向	N3
僅か	N3
働き	N3
像	N3
僧	N3
優	N3
優れる	N3
優勝	N3
優秀	N3
元	N3
先日	N3
先行	N3
光景	N3
克服	N3
免許	N3
兎	N3
児童	N3
党	N3
入場	N3
全	N3
全く	N3
全て	N3
全体	N3
全員	N3
全国	N3
全身	N3
公平	N3
公正	N3
公演	N3
共に	N3
共同	N3
共通	N3
具える	N3
具体	N3
典型	N3
内容	N3
再び	N3
冒険	N3
冗談	N3
写る	N3
冷ます	N3
冷める	N3
冷やす	N3
冷静	N3
凍る	N3
処理	N3
出	N3
出会い	N3
出会う	N3
出合い	N3
出場	N3
出来事	N3
出版	N3
出身	N3
刀	N3
分かれる	N3
分ける	N3
分析	N3
分野	N3
切り	N3
切れ	N3
切れる	N3
刈る	N3
刊行	N3
刑	N3
刑事	N3
列	N3
列車	N3
判	N3
判断	N3
別に	N3
別れ	N3
利口	N3
利益	N3
到着	N3
制度	N3
制限	N3
刷る	N3
券	N3
刺さる	N3
刺す	N3
刺激	N3
前もって	N3
前者	N3
前進	N3
剥く	N3
割る	N3
創造	N3
劇	N3
劇場	N3
加える	N3
加わる	N3
加味	N3
加減	N3
劣る	N3
助かる	N3
助ける	N3
助手	N3
助詞	N3
努力	N3
労働	N3
効く	N3
効果	N3
勇気	N3
動かす	N3
動揺	N3
動詞	N3
勘	N3
勘定	N3
務め	N3
